时间,推料器自动指令
2021-12-22 04:33:55,79.6727
2021-12-22 04:33:56,79.6727
2021-12-22 04:33:57,79.6727
2021-12-22 04:33:58,79.6727
2021-12-22 04:33:59,79.6727
2021-12-22 04:34:00,79.6743
2021-12-22 04:34:01,79.6743
2021-12-22 04:34:02,79.6743
2021-12-22 04:34:03,79.6743
2021-12-22 04:34:04,79.6743
2021-12-22 04:34:05,79.6743
2021-12-22 04:34:06,79.6727
2021-12-22 04:34:07,79.6727
2021-12-22 04:34:08,79.6743
2021-12-22 04:34:09,79.6727
2021-12-22 04:34:10,79.6743
2021-12-22 04:34:11,79.6743
2021-12-22 04:34:12,79.6743
2021-12-22 04:34:13,79.6727
2021-12-22 04:34:14,79.6743
2021-12-22 04:34:15,79.6743
2021-12-22 04:34:16,79.6743
2021-12-22 04:34:17,79.6727
2021-12-22 04:34:18,79.6743
2021-12-22 04:34:19,79.6743
2021-12-22 04:34:20,79.6727
2021-12-22 04:34:21,79.6743
2021-12-22 04:34:22,79.6727
2021-12-22 04:34:23,79.6727
2021-12-22 04:34:24,79.6743
2021-12-22 04:34:25,79.6743
2021-12-22 04:34:26,79.6743
2021-12-22 04:34:27,79.6727
2021-12-22 04:34:28,79.6727
2021-12-22 04:34:29,79.6727
2021-12-22 04:34:30,79.6743
2021-12-22 04:34:31,79.6727
2021-12-22 04:34:32,79.6727
2021-12-22 04:34:33,79.6727
2021-12-22 04:34:34,79.6727
2021-12-22 04:34:35,79.6743
2021-12-22 04:34:36,79.6743
2021-12-22 04:34:37,79.6727
2021-12-22 04:34:38,79.6727
2021-12-22 04:34:39,79.6743
2021-12-22 04:34:40,79.6727
2021-12-22 04:34:41,79.6743
2021-12-22 04:34:42,79.6743
2021-12-22 04:34:43,79.6743
2021-12-22 04:34:44,79.6743
2021-12-22 04:34:45,79.6727
2021-12-22 04:34:46,79.6743
2021-12-22 04:34:47,79.6739
2021-12-22 04:34:48,79.6727
2021-12-22 04:34:49,79.6727
2021-12-22 04:34:50,79.6743
2021-12-22 04:34:51,79.6743
2021-12-22 04:34:52,79.6743
2021-12-22 04:34:53,79.6727
2021-12-22 04:34:54,79.6743
2021-12-22 04:34:55,79.6743
2021-12-22 04:34:56,79.6743
2021-12-22 04:34:57,79.6743
2021-12-22 04:34:58,79.6743
2021-12-22 04:34:59,79.6743
2021-12-22 04:35:00,79.6727
2021-12-22 04:35:01,79.6743
2021-12-22 04:35:02,79.6743
2021-12-22 04:35:03,79.6743
2021-12-22 04:35:04,79.6727
2021-12-22 04:35:05,79.6727
2021-12-22 04:35:06,79.6743
2021-12-22 04:35:07,79.6727
2021-12-22 04:35:08,79.6743
2021-12-22 04:35:09,79.6743
2021-12-22 04:35:10,79.6743
2021-12-22 04:35:11,79.6743
2021-12-22 04:35:12,79.6743
2021-12-22 04:35:13,79.6743
2021-12-22 04:35:14,79.6743
2021-12-22 04:35:15,79.6727
2021-12-22 04:35:16,79.6743
2021-12-22 04:35:17,79.6743
2021-12-22 04:35:18,79.6743
2021-12-22 04:35:19,79.6743
2021-12-22 04:35:20,79.6743
2021-12-22 04:35:21,79.6743
2021-12-22 04:35:22,79.6743
2021-12-22 04:35:23,79.6727
2021-12-22 04:35:24,79.6727
2021-12-22 04:35:25,79.6743
2021-12-22 04:35:26,79.6743
2021-12-22 04:35:27,79.6743
2021-12-22 04:35:28,79.6743
2021-12-22 04:35:29,79.6743
2021-12-22 04:35:30,79.6743
2021-12-22 04:35:31,79.6743
2021-12-22 04:35:32,79.8269
2021-12-22 04:35:33,79.8524
2021-12-22 04:35:34,79.8808
2021-12-22 04:35:35,79.9092
2021-12-22 04:35:36,79.9347
2021-12-22 04:35:37,79.966
2021-12-22 04:35:38,79.8874
2021-12-22 04:35:39,79.9176
2021-12-22 04:35:40,79.9513
2021-12-22 04:35:41,79.9849
2021-12-22 04:35:42,80.0002
2021-12-22 04:35:43,80.0002
2021-12-22 04:35:44,80.0002
2021-12-22 04:35:45,80.0002
2021-12-22 04:35:46,80.0002
2021-12-22 04:35:47,80.0002
2021-12-22 04:35:48,80.0002
2021-12-22 04:35:49,80.0002
2021-12-22 04:35:50,79.9992
2021-12-22 04:35:51,80.0002
2021-12-22 04:35:52,80.0002
2021-12-22 04:35:53,80.0002
2021-12-22 04:35:54,80.0002
2021-12-22 04:35:55,80.0002
2021-12-22 04:35:56,79.6973
2021-12-22 04:35:57,79.7775
2021-12-22 04:35:58,79.8503
2021-12-22 04:35:59,79.9305
2021-12-22 04:36:00,79.9959
2021-12-22 04:36:01,80.0
2021-12-22 04:36:02,79.8048
2021-12-22 04:36:03,79.8814
2021-12-22 04:36:04,79.958
2021-12-22 04:36:05,80.0
2021-12-22 04:36:06,80.0
2021-12-22 04:36:07,80.0
2021-12-22 04:36:08,79.7179
2021-12-22 04:36:09,79.7938
2021-12-22 04:36:10,79.8622
2021-12-22 04:36:11,79.9381
2021-12-22 04:36:12,80.0
2021-12-22 04:36:13,80.0
2021-12-22 04:36:14,79.6472
2021-12-22 04:36:15,79.7126
2021-12-22 04:36:16,79.7779
2021-12-22 04:36:17,79.8578
2021-12-22 04:36:18,79.9305
2021-12-22 04:36:19,80.0
2021-12-22 04:36:20,79.7728
2021-12-22 04:36:21,79.8456
2021-12-22 04:36:22,79.9184
2021-12-22 04:36:23,79.9912
2021-12-22 04:36:24,80.0
2021-12-22 04:36:25,80.0
2021-12-22 04:36:26,79.7603
2021-12-22 04:36:27,79.8377
2021-12-22 04:36:28,79.9151
2021-12-22 04:36:29,79.9924
2021-12-22 04:36:30,80.0
2021-12-22 04:36:31,80.0
2021-12-22 04:36:32,79.7296
2021-12-22 04:36:33,79.7972
2021-12-22 04:36:34,79.8649
2021-12-22 04:36:35,79.9326
2021-12-22 04:36:36,80.0
2021-12-22 04:36:37,80.0
2021-12-22 04:36:38,79.6519
2021-12-22 04:36:39,79.7088
2021-12-22 04:36:40,79.7554
2021-12-22 04:36:41,79.8071
2021-12-22 04:36:42,79.864
2021-12-22 04:36:43,79.9157
2021-12-22 04:36:44,79.7452
2021-12-22 04:36:45,79.8016
2021-12-22 04:36:46,79.8528
2021-12-22 04:36:47,79.899
2021-12-22 04:36:48,79.9502
2021-12-22 04:36:49,80.0
2021-12-22 04:36:50,79.684
2021-12-22 04:36:51,79.7183
2021-12-22 04:36:52,79.7494
2021-12-22 04:36:53,79.7805
2021-12-22 04:36:54,79.8085
2021-12-22 04:36:55,79.8428
2021-12-22 04:36:56,79.6921
2021-12-22 04:36:57,79.713
2021-12-22 04:36:58,79.7319
2021-12-22 04:36:59,79.7549
2021-12-22 04:37:00,79.7737
2021-12-22 04:37:01,79.7946
2021-12-22 04:37:02,79.6926
2021-12-22 04:37:03,79.7066
2021-12-22 04:37:04,79.7206
2021-12-22 04:37:05,79.7331
2021-12-22 04:37:06,79.7499
2021-12-22 04:37:07,79.7638
2021-12-22 04:37:08,79.6262
2021-12-22 04:37:09,79.6311
2021-12-22 04:37:10,79.6371
2021-12-22 04:37:11,79.6414
2021-12-22 04:37:12,79.6474
2021-12-22 04:37:13,79.6533
2021-12-22 04:37:14,79.8104
2021-12-22 04:37:15,79.8215
2021-12-22 04:37:16,79.8368
2021-12-22 04:37:17,79.8507
2021-12-22 04:37:18,79.866
2021-12-22 04:37:19,79.8784
2021-12-22 04:37:20,79.915
2021-12-22 04:37:21,79.9301
2021-12-22 04:37:22,79.9452
2021-12-22 04:37:23,79.9603
2021-12-22 04:37:24,79.9739
2021-12-22 04:37:25,79.9906
2021-12-22 04:37:26,80.0
2021-12-22 04:37:27,80.0
2021-12-22 04:37:28,80.0
2021-12-22 04:37:29,80.0
2021-12-22 04:37:30,80.0
2021-12-22 04:37:31,80.0
2021-12-22 04:37:32,79.9208
2021-12-22 04:37:33,79.944
2021-12-22 04:37:34,79.9696
2021-12-22 04:37:35,79.9927
2021-12-22 04:37:36,80.0
2021-12-22 04:37:37,80.0
2021-12-22 04:37:38,79.9153
2021-12-22 04:37:39,79.9373
2021-12-22 04:37:40,79.9704
2021-12-22 04:37:41,79.9951
2021-12-22 04:37:42,80.0
2021-12-22 04:37:43,80.0
2021-12-22 04:37:44,80.0
2021-12-22 04:37:45,80.0
2021-12-22 04:37:46,80.0
2021-12-22 04:37:47,80.0
2021-12-22 04:37:48,80.0
2021-12-22 04:37:49,80.0
2021-12-22 04:37:50,79.8764
2021-12-22 04:37:51,79.8985
2021-12-22 04:37:52,79.923
2021-12-22 04:37:53,79.9501
2021-12-22 04:37:54,79.9746
2021-12-22 04:37:55,79.9967
2021-12-22 04:37:56,79.9175
2021-12-22 04:37:57,79.9391
2021-12-22 04:37:58,79.9632
2021-12-22 04:37:59,79.9872
2021-12-22 04:38:00,80.0
2021-12-22 04:38:01,80.0
2021-12-22 04:38:02,79.8544
2021-12-22 04:38:03,79.8761
2021-12-22 04:38:04,79.9025
2021-12-22 04:38:05,79.9289
2021-12-22 04:38:06,79.953
2021-12-22 04:38:07,79.977
2021-12-22 04:38:08,79.9916
2021-12-22 04:38:09,80.0
2021-12-22 04:38:10,80.0
2021-12-22 04:38:11,80.0
2021-12-22 04:38:12,80.0
2021-12-22 04:38:13,80.0
2021-12-22 04:38:14,79.9843
2021-12-22 04:38:15,80.0
2021-12-22 04:38:16,80.0
2021-12-22 04:38:17,80.0
2021-12-22 04:38:18,80.0
2021-12-22 04:38:19,80.0
2021-12-22 04:38:20,79.9339
2021-12-22 04:38:21,79.9849
2021-12-22 04:38:22,80.0
2021-12-22 04:38:23,80.0
2021-12-22 04:38:24,80.0
2021-12-22 04:38:25,80.0
2021-12-22 04:38:26,79.8664
2021-12-22 04:38:27,79.936
2021-12-22 04:38:28,79.9882
2021-12-22 04:38:29,80.0
2021-12-22 04:38:30,80.0
2021-12-22 04:38:31,80.0
2021-12-22 04:38:32,79.8503
2021-12-22 04:38:33,79.8987
2021-12-22 04:38:34,79.9423
2021-12-22 04:38:35,79.9956
2021-12-22 04:38:36,80.0
2021-12-22 04:38:37,80.0
2021-12-22 04:38:38,79.7073
2021-12-22 04:38:39,79.743
2021-12-22 04:38:40,79.7787
2021-12-22 04:38:41,79.8108
2021-12-22 04:38:42,79.8537
2021-12-22 04:38:43,79.8858
2021-12-22 04:38:44,79.7787
2021-12-22 04:38:45,79.8175
2021-12-22 04:38:46,79.8492
2021-12-22 04:38:47,79.888
2021-12-22 04:38:48,79.9197
2021-12-22 04:38:49,79.9549
2021-12-22 04:38:50,79.8421
2021-12-22 04:38:51,79.8769
2021-12-22 04:38:52,79.9083
2021-12-22 04:38:53,79.9432
2021-12-22 04:38:54,79.9781
2021-12-22 04:38:55,80.0
2021-12-22 04:38:56,79.9962
2021-12-22 04:38:57,80.0
2021-12-22 04:38:58,80.0
2021-12-22 04:38:59,80.0
2021-12-22 04:39:00,80.0
2021-12-22 04:39:01,80.0
2021-12-22 04:39:02,79.8864
2021-12-22 04:39:03,79.9317
2021-12-22 04:39:04,79.9822
2021-12-22 04:39:05,80.0
2021-12-22 04:39:06,80.0
2021-12-22 04:39:07,80.0
2021-12-22 04:39:08,79.7898
2021-12-22 04:39:09,79.819
2021-12-22 04:39:10,79.8592
2021-12-22 04:39:11,79.8958
2021-12-22 04:39:12,79.9323
2021-12-22 04:39:13,79.9689
2021-12-22 04:39:14,79.8434
2021-12-22 04:39:15,79.8715
2021-12-22 04:39:16,79.9028
2021-12-22 04:39:17,79.9341
2021-12-22 04:39:18,79.9685
2021-12-22 04:39:19,79.9998
2021-12-22 04:39:20,79.6926
2021-12-22 04:39:21,79.7087
2021-12-22 04:39:22,79.7233
2021-12-22 04:39:23,79.738
2021-12-22 04:39:24,79.7526
2021-12-22 04:39:25,79.7673
2021-12-22 04:39:26,79.596
2021-12-22 04:39:27,79.6007
2021-12-22 04:39:28,79.6053
2021-12-22 04:39:29,79.6091
2021-12-22 04:39:30,79.6133
2021-12-22 04:39:31,79.6174
2021-12-22 04:39:32,79.7317
2021-12-22 04:39:33,79.7431
2021-12-22 04:39:34,79.7535
2021-12-22 04:39:35,79.7628
2021-12-22 04:39:36,79.7742
2021-12-22 04:39:37,79.7835
2021-12-22 04:39:38,79.5723
2021-12-22 04:39:39,79.57
2021-12-22 04:39:40,79.5681
2021-12-22 04:39:41,79.5657
2021-12-22 04:39:42,79.5636
2021-12-22 04:39:43,79.5614
2021-12-22 04:39:44,79.3359
2021-12-22 04:39:45,79.3197
2021-12-22 04:39:46,79.3065
2021-12-22 04:39:47,79.2991
2021-12-22 04:39:48,79.2991
2021-12-22 04:39:49,79.2976
2021-12-22 04:39:50,79.2991
2021-12-22 04:39:51,79.2932
2021-12-22 04:39:52,79.2991
2021-12-22 04:39:53,79.2991
2021-12-22 04:39:54,79.2991
2021-12-22 04:39:55,79.2932
2021-12-22 04:39:56,79.2976
2021-12-22 04:39:57,79.2976
2021-12-22 04:39:58,79.2991
2021-12-22 04:39:59,79.2991
2021-12-22 04:40:00,79.2991
2021-12-22 04:40:01,79.2991
2021-12-22 04:40:02,79.2991
2021-12-22 04:40:03,79.2991
2021-12-22 04:40:04,79.2976
2021-12-22 04:40:05,79.2991
2021-12-22 04:40:06,79.2991
2021-12-22 04:40:07,79.2991
2021-12-22 04:40:08,79.2991
2021-12-22 04:40:09,79.2991
2021-12-22 04:40:10,79.2976
2021-12-22 04:40:11,79.2976
2021-12-22 04:40:12,79.2991
2021-12-22 04:40:13,79.2991
2021-12-22 04:40:14,79.2991
2021-12-22 04:40:15,79.2976
2021-12-22 04:40:16,79.2976
2021-12-22 04:40:17,79.2991
2021-12-22 04:40:18,79.2991
2021-12-22 04:40:19,79.2976
2021-12-22 04:40:20,79.2991
2021-12-22 04:40:21,79.2991
2021-12-22 04:40:22,79.2991
2021-12-22 04:40:23,79.2932
2021-12-22 04:40:24,79.2991
2021-12-22 04:40:25,79.2991
2021-12-22 04:40:26,79.2991
2021-12-22 04:40:27,79.2991
2021-12-22 04:40:28,79.2976
2021-12-22 04:40:29,79.2991
2021-12-22 04:40:30,79.2976
2021-12-22 04:40:31,79.2976
2021-12-22 04:40:32,79.2976
2021-12-22 04:40:33,79.2976
2021-12-22 04:40:34,79.2932
2021-12-22 04:40:35,79.2991
2021-12-22 04:40:36,79.2976
2021-12-22 04:40:37,79.2976
2021-12-22 04:40:38,79.2991
2021-12-22 04:40:39,79.2932
2021-12-22 04:40:40,79.2976
2021-12-22 04:40:41,79.2976
2021-12-22 04:40:42,79.2932
2021-12-22 04:40:43,79.2991
2021-12-22 04:40:44,79.2976
2021-12-22 04:40:45,79.2932
2021-12-22 04:40:46,79.2932
2021-12-22 04:40:47,79.2991
2021-12-22 04:40:48,79.2932
2021-12-22 04:40:49,79.2991
2021-12-22 04:40:50,79.2976
2021-12-22 04:40:51,79.2976
2021-12-22 04:40:52,79.2932
2021-12-22 04:40:53,79.2932
2021-12-22 04:40:54,79.2991
2021-12-22 04:40:55,79.2991
2021-12-22 04:40:56,79.2976
2021-12-22 04:40:57,79.2991
2021-12-22 04:40:58,79.2991
2021-12-22 04:40:59,79.2976
2021-12-22 04:41:00,79.2976
2021-12-22 04:41:01,79.2976
2021-12-22 04:41:02,79.2976
2021-12-22 04:41:03,79.2976
2021-12-22 04:41:04,79.2991
2021-12-22 04:41:05,79.2991
2021-12-22 04:41:06,79.2976
2021-12-22 04:41:07,79.2976
2021-12-22 04:41:08,79.2932
2021-12-22 04:41:09,79.2932
2021-12-22 04:41:10,79.2976
2021-12-22 04:41:11,79.2991
2021-12-22 04:41:12,79.2976
2021-12-22 04:41:13,79.2991
2021-12-22 04:41:14,79.2976
2021-12-22 04:41:15,79.2976
2021-12-22 04:41:16,79.2976
2021-12-22 04:41:17,79.2991
2021-12-22 04:41:18,79.2976
2021-12-22 04:41:19,79.2932
2021-12-22 04:41:20,79.2932
2021-12-22 04:41:21,79.2932
2021-12-22 04:41:22,79.2932
2021-12-22 04:41:23,79.2991
2021-12-22 04:41:24,79.2976
2021-12-22 04:41:25,79.2991
2021-12-22 04:41:26,79.2991
2021-12-22 04:41:27,79.2932
2021-12-22 04:41:28,79.2932
2021-12-22 04:41:29,79.2991
2021-12-22 04:41:30,79.2976
2021-12-22 04:41:31,79.2932
2021-12-22 04:41:32,79.2976
2021-12-22 04:41:33,79.2932
2021-12-22 04:41:34,79.2991
2021-12-22 04:41:35,79.2932
2021-12-22 04:41:36,79.2991
2021-12-22 04:41:37,79.2991
2021-12-22 04:41:38,79.2932
2021-12-22 04:41:39,79.2932
2021-12-22 04:41:40,79.2976
2021-12-22 04:41:41,79.2991
2021-12-22 04:41:42,79.2991
2021-12-22 04:41:43,79.2991
2021-12-22 04:41:44,79.2932
2021-12-22 04:41:45,79.2991
2021-12-22 04:41:46,79.2991
2021-12-22 04:41:47,79.2991
2021-12-22 04:41:48,79.2932
2021-12-22 04:41:49,79.2932
2021-12-22 04:41:50,79.2991
2021-12-22 04:41:51,79.2932
2021-12-22 04:41:52,79.2991
2021-12-22 04:41:53,79.2991
2021-12-22 04:41:54,79.2991
2021-12-22 04:41:55,79.2932
2021-12-22 04:41:56,79.2991
2021-12-22 04:41:57,79.2932
2021-12-22 04:41:58,79.2976
2021-12-22 04:41:59,79.2976
2021-12-22 04:42:00,79.2976
2021-12-22 04:42:01,79.2976
2021-12-22 04:42:02,79.2976
2021-12-22 04:42:03,79.2932
2021-12-22 04:42:04,79.2932
2021-12-22 04:42:05,79.2976
2021-12-22 04:42:06,79.2991
2021-12-22 04:42:07,79.2932
2021-12-22 04:42:08,79.2932
2021-12-22 04:42:09,79.2991
2021-12-22 04:42:10,79.2991
2021-12-22 04:42:11,79.2991
2021-12-22 04:42:12,79.2976
2021-12-22 04:42:13,79.2991
2021-12-22 04:42:14,79.2991
2021-12-22 04:42:15,79.2932
2021-12-22 04:42:16,79.2932
2021-12-22 04:42:17,79.2991
2021-12-22 04:42:18,79.2991
2021-12-22 04:42:19,79.2976
2021-12-22 04:42:20,79.2976
2021-12-22 04:42:21,79.2991
2021-12-22 04:42:22,79.2991
2021-12-22 04:42:23,79.2932
2021-12-22 04:42:24,79.2991
2021-12-22 04:42:25,79.2991
2021-12-22 04:42:26,79.2932
2021-12-22 04:42:27,79.2991
2021-12-22 04:42:28,79.2932
2021-12-22 04:42:29,79.2932
2021-12-22 04:42:30,79.2976
2021-12-22 04:42:31,79.2976
2021-12-22 04:42:32,79.2976
2021-12-22 04:42:33,79.2991
2021-12-22 04:42:34,79.2991
2021-12-22 04:42:35,79.2991
2021-12-22 04:42:36,79.2932
2021-12-22 04:42:37,79.2991
2021-12-22 04:42:38,79.2976
2021-12-22 04:42:39,79.2991
2021-12-22 04:42:40,79.2932
2021-12-22 04:42:41,79.2932
2021-12-22 04:42:42,79.2991
2021-12-22 04:42:43,79.2932
2021-12-22 04:42:44,79.2991
2021-12-22 04:42:45,79.2991
2021-12-22 04:42:46,79.2932
2021-12-22 04:42:47,79.2976
2021-12-22 04:42:48,79.2976
2021-12-22 04:42:49,79.2976
2021-12-22 04:42:50,79.2932
2021-12-22 04:42:51,79.2991
2021-12-22 04:42:52,79.2932
2021-12-22 04:42:53,79.2932
2021-12-22 04:42:54,79.2932
2021-12-22 04:42:55,79.2991
2021-12-22 04:42:56,79.2976
2021-12-22 04:42:57,79.2991
2021-12-22 04:42:58,79.2976
2021-12-22 04:42:59,79.2932
2021-12-22 04:43:00,79.2976
2021-12-22 04:43:01,79.2976
2021-12-22 04:43:02,79.2991
2021-12-22 04:43:03,79.2991
2021-12-22 04:43:04,79.2932
2021-12-22 04:43:05,79.2932
2021-12-22 04:43:06,79.2932
2021-12-22 04:43:07,79.2932
2021-12-22 04:43:08,79.2932
2021-12-22 04:43:09,79.2991
2021-12-22 04:43:10,79.2932
2021-12-22 04:43:11,79.2991
2021-12-22 04:43:12,79.2991
2021-12-22 04:43:13,79.2991
2021-12-22 04:43:14,79.2976
2021-12-22 04:43:15,79.2976
2021-12-22 04:43:16,79.2932
2021-12-22 04:43:17,79.2976
2021-12-22 04:43:18,79.2976
2021-12-22 04:43:19,79.2991
2021-12-22 04:43:20,79.2784
2021-12-22 04:43:21,79.2621
2021-12-22 04:43:22,79.2377
2021-12-22 04:43:23,79.2173
2021-12-22 04:43:24,79.199
2021-12-22 04:43:25,79.1786
2021-12-22 04:43:26,79.6275
2021-12-22 04:43:27,79.6342
2021-12-22 04:43:28,79.6403
2021-12-22 04:43:29,79.6464
2021-12-22 04:43:30,79.6525
2021-12-22 04:43:31,79.658
2021-12-22 04:43:32,79.4915
2021-12-22 04:43:33,79.4878
2021-12-22 04:43:34,79.4841
2021-12-22 04:43:35,79.4805
2021-12-22 04:43:36,79.4768
2021-12-22 04:43:37,79.4732
2021-12-22 04:43:38,79.8751
2021-12-22 04:43:39,79.8963
2021-12-22 04:43:40,79.9175
2021-12-22 04:43:41,79.9349
2021-12-22 04:43:42,79.9561
2021-12-22 04:43:43,79.9754
2021-12-22 04:43:44,80.0
2021-12-22 04:43:45,80.0
2021-12-22 04:43:46,80.0
2021-12-22 04:43:47,80.0
2021-12-22 04:43:48,80.0
2021-12-22 04:43:49,80.0
2021-12-22 04:43:50,79.7471
2021-12-22 04:43:51,79.7635
2021-12-22 04:43:52,79.7798
2021-12-22 04:43:53,79.7961
2021-12-22 04:43:54,79.8108
2021-12-22 04:43:55,79.8271
2021-12-22 04:43:56,80.0
2021-12-22 04:43:57,80.0
2021-12-22 04:43:58,80.0
2021-12-22 04:43:59,80.0
2021-12-22 04:44:00,80.0
2021-12-22 04:44:01,80.0
2021-12-22 04:44:02,79.6504
2021-12-22 04:44:03,79.6609
2021-12-22 04:44:04,79.6754
2021-12-22 04:44:05,79.6872
2021-12-22 04:44:06,79.7029
2021-12-22 04:44:07,79.7147
2021-12-22 04:44:08,79.9425
2021-12-22 04:44:09,79.9679
2021-12-22 04:44:10,79.9957
2021-12-22 04:44:11,80.0
2021-12-22 04:44:12,80.0
2021-12-22 04:44:13,80.0
2021-12-22 04:44:14,79.8924
2021-12-22 04:44:15,79.9126
2021-12-22 04:44:16,79.9328
2021-12-22 04:44:17,79.953
2021-12-22 04:44:18,79.9712
2021-12-22 04:44:19,79.9914
2021-12-22 04:44:20,79.7511
2021-12-22 04:44:21,79.7572
2021-12-22 04:44:22,79.7628
2021-12-22 04:44:23,79.7689
2021-12-22 04:44:24,79.7739
2021-12-22 04:44:25,79.7795
2021-12-22 04:44:26,80.0
2021-12-22 04:44:27,80.0
2021-12-22 04:44:28,80.0
2021-12-22 04:44:29,80.0
2021-12-22 04:44:30,80.0
2021-12-22 04:44:31,80.0
2021-12-22 04:44:32,79.7723
2021-12-22 04:44:33,79.7856
2021-12-22 04:44:34,79.7952
2021-12-22 04:44:35,79.8097
2021-12-22 04:44:36,79.8205
2021-12-22 04:44:37,79.8338
2021-12-22 04:44:38,79.7705
2021-12-22 04:44:39,79.7791
2021-12-22 04:44:40,79.787
2021-12-22 04:44:41,79.7941
2021-12-22 04:44:42,79.8019
2021-12-22 04:44:43,79.8098
2021-12-22 04:44:44,79.9097
2021-12-22 04:44:45,79.9214
2021-12-22 04:44:46,79.9371
2021-12-22 04:44:47,79.9501
2021-12-22 04:44:48,79.9619
2021-12-22 04:44:49,79.9762
2021-12-22 04:44:50,79.7639
2021-12-22 04:44:51,79.7665
2021-12-22 04:44:52,79.7691
2021-12-22 04:44:53,79.772
2021-12-22 04:44:54,79.7743
2021-12-22 04:44:55,79.7769
2021-12-22 04:44:56,79.8534
2021-12-22 04:44:57,79.8615
2021-12-22 04:44:58,79.8683
2021-12-22 04:44:59,79.8745
2021-12-22 04:45:00,79.8812
2021-12-22 04:45:01,79.8887
2021-12-22 04:45:02,79.8229
2021-12-22 04:45:03,79.826
2021-12-22 04:45:04,79.8284
2021-12-22 04:45:05,79.8317
2021-12-22 04:45:06,79.8342
2021-12-22 04:45:07,79.8367
2021-12-22 04:45:08,79.8739
2021-12-22 04:45:09,79.8783
2021-12-22 04:45:10,79.8829
2021-12-22 04:45:11,79.8876
2021-12-22 04:45:12,79.8918
2021-12-22 04:45:13,79.8965
2021-12-22 04:45:14,79.985
2021-12-22 04:45:15,79.9962
2021-12-22 04:45:16,80.0002
2021-12-22 04:45:17,80.0002
2021-12-22 04:45:18,80.0002
2021-12-22 04:45:19,80.0002
2021-12-22 04:45:20,79.8591
2021-12-22 04:45:21,79.8631
2021-12-22 04:45:22,79.8667
2021-12-22 04:45:23,79.871
2021-12-22 04:45:24,79.8754
2021-12-22 04:45:25,79.8794
2021-12-22 04:45:26,80.0002
2021-12-22 04:45:27,80.0002
2021-12-22 04:45:28,80.0002
2021-12-22 04:45:29,80.0002
2021-12-22 04:45:30,80.0002
2021-12-22 04:45:31,80.0002
2021-12-22 04:45:32,79.9403
2021-12-22 04:45:33,79.965
2021-12-22 04:45:34,79.9853
2021-12-22 04:45:35,80.0002
2021-12-22 04:45:36,80.0002
2021-12-22 04:45:37,80.0002
2021-12-22 04:45:38,79.8491
2021-12-22 04:45:39,79.8675
2021-12-22 04:45:40,79.8842
2021-12-22 04:45:41,79.8993
2021-12-22 04:45:42,79.9176
2021-12-22 04:45:43,79.9327
2021-12-22 04:45:44,80.0002
2021-12-22 04:45:45,80.0002
2021-12-22 04:45:46,80.0002
2021-12-22 04:45:47,80.0002
2021-12-22 04:45:48,80.0002
2021-12-22 04:45:49,80.0002
2021-12-22 04:45:50,80.0002
2021-12-22 04:45:51,80.0002
2021-12-22 04:45:52,80.0002
2021-12-22 04:45:53,80.0002
2021-12-22 04:45:54,80.0002
2021-12-22 04:45:55,80.0002
2021-12-22 04:45:56,79.8102
2021-12-22 04:45:57,79.8342
2021-12-22 04:45:58,79.8633
2021-12-22 04:45:59,79.8873
2021-12-22 04:46:00,79.9137
2021-12-22 04:46:01,79.9428
2021-12-22 04:46:02,79.9557
2021-12-22 04:46:03,79.9843
2021-12-22 04:46:04,80.0002
2021-12-22 04:46:05,80.0002
2021-12-22 04:46:06,80.0002
2021-12-22 04:46:07,80.0002
2021-12-22 04:46:08,79.8622
2021-12-22 04:46:09,79.8846
2021-12-22 04:46:10,79.9095
2021-12-22 04:46:11,79.9369
2021-12-22 04:46:12,79.9641
2021-12-22 04:46:13,79.9839
2021-12-22 04:46:14,79.975
2021-12-22 04:46:15,80.0
2021-12-22 04:46:16,80.0
2021-12-22 04:46:17,80.0
2021-12-22 04:46:18,80.0
2021-12-22 04:46:19,80.0
2021-12-22 04:46:20,79.8998
2021-12-22 04:46:21,79.9567
2021-12-22 04:46:22,80.0
2021-12-22 04:46:23,80.0
2021-12-22 04:46:24,80.0
2021-12-22 04:46:25,80.0
2021-12-22 04:46:26,79.9907
2021-12-22 04:46:27,80.0
2021-12-22 04:46:28,80.0
2021-12-22 04:46:29,80.0
2021-12-22 04:46:30,80.0
2021-12-22 04:46:31,80.0
2021-12-22 04:46:32,79.8945
2021-12-22 04:46:33,79.9763
2021-12-22 04:46:34,80.0
2021-12-22 04:46:35,80.0
2021-12-22 04:46:36,80.0
2021-12-22 04:46:37,80.0
2021-12-22 04:46:38,79.6385
2021-12-22 04:46:39,79.696
2021-12-22 04:46:40,79.7534
2021-12-22 04:46:41,79.8051
2021-12-22 04:46:42,79.8568
2021-12-22 04:46:43,79.92
2021-12-22 04:46:44,79.722
2021-12-22 04:46:45,79.7715
2021-12-22 04:46:46,79.8164
2021-12-22 04:46:47,79.8613
2021-12-22 04:46:48,79.9108
2021-12-22 04:46:49,79.9467
2021-12-22 04:46:50,79.5341
2021-12-22 04:46:51,79.5552
2021-12-22 04:46:52,79.5834
2021-12-22 04:46:53,79.6046
2021-12-22 04:46:54,79.6281
2021-12-22 04:46:55,79.6539
2021-12-22 04:46:56,79.8194
2021-12-22 04:46:57,79.8544
2021-12-22 04:46:58,79.8895
