时间,给水流量
2021-12-22 07:21:22,78.1405
2021-12-22 07:21:23,78.1224
2021-12-22 07:21:24,78.0596
2021-12-22 07:21:25,78.0596
2021-12-22 07:21:26,78.0047
2021-12-22 07:21:27,77.9816
2021-12-22 07:21:28,77.9358
2021-12-22 07:21:29,77.9048
2021-12-22 07:21:30,77.8838
2021-12-22 07:21:31,77.8719
2021-12-22 07:21:32,77.8731
2021-12-22 07:21:33,77.8745
2021-12-22 07:21:34,77.878
2021-12-22 07:21:35,77.8955
2021-12-22 07:21:36,77.8997
2021-12-22 07:21:37,77.8761
2021-12-22 07:21:38,77.8407
2021-12-22 07:21:39,77.825
2021-12-22 07:21:40,77.8247
2021-12-22 07:21:41,77.8327
2021-12-22 07:21:42,77.8547
2021-12-22 07:21:43,77.8642
2021-12-22 07:21:44,77.9019
2021-12-22 07:21:45,77.9583
2021-12-22 07:21:46,77.9718
2021-12-22 07:21:47,77.9436
2021-12-22 07:21:48,77.8345
2021-12-22 07:21:49,77.7447
2021-12-22 07:21:50,77.6726
2021-12-22 07:21:51,77.5814
2021-12-22 07:21:52,77.5153
2021-12-22 07:21:53,77.4436
2021-12-22 07:21:54,77.3673
2021-12-22 07:21:55,77.3399
2021-12-22 07:21:56,77.3249
2021-12-22 07:21:57,77.2926
2021-12-22 07:21:58,77.2747
2021-12-22 07:21:59,77.2698
2021-12-22 07:22:00,77.301
2021-12-22 07:22:01,77.4383
2021-12-22 07:22:02,77.6081
2021-12-22 07:22:03,77.7664
2021-12-22 07:22:04,77.9052
2021-12-22 07:22:05,78.1117
2021-12-22 07:22:06,78.1355
2021-12-22 07:22:07,78.1355
2021-12-22 07:22:08,78.1447
2021-12-22 07:22:09,78.1562
2021-12-22 07:22:10,78.1786
2021-12-22 07:22:11,78.1455
2021-12-22 07:22:12,78.0929
2021-12-22 07:22:13,78.0028
2021-12-22 07:22:14,77.891
2021-12-22 07:22:15,77.7799
2021-12-22 07:22:16,77.7131
2021-12-22 07:22:17,77.6699
2021-12-22 07:22:18,77.6164
2021-12-22 07:22:19,77.5907
2021-12-22 07:22:20,77.5736
2021-12-22 07:22:21,77.5525
2021-12-22 07:22:22,77.5422
2021-12-22 07:22:23,77.5534
2021-12-22 07:22:24,77.5332
2021-12-22 07:22:25,77.5011
2021-12-22 07:22:26,77.4827
2021-12-22 07:22:27,77.469
2021-12-22 07:22:28,77.4678
2021-12-22 07:22:29,77.4772
2021-12-22 07:22:30,77.4509
2021-12-22 07:22:31,77.4398
2021-12-22 07:22:32,77.4368
2021-12-22 07:22:33,77.4282
2021-12-22 07:22:34,77.4148
2021-12-22 07:22:35,77.4182
2021-12-22 07:22:36,77.4259
2021-12-22 07:22:37,77.4236
2021-12-22 07:22:38,77.4473
2021-12-22 07:22:39,77.4709
2021-12-22 07:22:40,77.5006
2021-12-22 07:22:41,77.5084
2021-12-22 07:22:42,77.5115
2021-12-22 07:22:43,77.5257
2021-12-22 07:22:44,77.528
2021-12-22 07:22:45,77.5242
2021-12-22 07:22:46,77.5044
2021-12-22 07:22:47,77.5184
2021-12-22 07:22:48,77.5636
2021-12-22 07:22:49,77.5967
2021-12-22 07:22:50,77.6252
2021-12-22 07:22:51,77.6424
2021-12-22 07:22:52,77.6412
2021-12-22 07:22:53,77.6219
2021-12-22 07:22:54,77.6565
2021-12-22 07:22:55,77.7728
2021-12-22 07:22:56,77.9658
2021-12-22 07:22:57,78.1185
2021-12-22 07:22:58,78.2745
2021-12-22 07:22:59,78.4308
2021-12-22 07:23:00,78.5416
2021-12-22 07:23:01,78.5487
2021-12-22 07:23:02,78.4996
2021-12-22 07:23:03,78.377
2021-12-22 07:23:04,78.2347
2021-12-22 07:23:05,78.1397
2021-12-22 07:23:06,78.0572
2021-12-22 07:23:07,77.9744
2021-12-22 07:23:08,77.9206
2021-12-22 07:23:09,77.8891
2021-12-22 07:23:10,77.8637
2021-12-22 07:23:11,77.8349
2021-12-22 07:23:12,77.7964
2021-12-22 07:23:13,77.7636
2021-12-22 07:23:14,77.7579
2021-12-22 07:23:15,77.7623
2021-12-22 07:23:16,77.768
2021-12-22 07:23:17,77.7721
2021-12-22 07:23:18,77.757
2021-12-22 07:23:19,77.7595
2021-12-22 07:23:20,77.7495
2021-12-22 07:23:21,77.7523
2021-12-22 07:23:22,77.7715
2021-12-22 07:23:23,77.7677
2021-12-22 07:23:24,77.7518
2021-12-22 07:23:25,77.8254
2021-12-22 07:23:26,77.9417
2021-12-22 07:23:27,78.0992
2021-12-22 07:23:28,78.2429
2021-12-22 07:23:29,78.3577
2021-12-22 07:23:30,78.422
2021-12-22 07:23:31,78.4977
2021-12-22 07:23:32,78.6351
2021-12-22 07:23:33,78.6351
2021-12-22 07:23:34,78.7123
2021-12-22 07:23:35,78.807
2021-12-22 07:23:36,78.8742
2021-12-22 07:23:37,78.9316
2021-12-22 07:23:38,78.9869
2021-12-22 07:23:39,79.0263
2021-12-22 07:23:40,79.0567
2021-12-22 07:23:41,79.1123
2021-12-22 07:23:42,79.1507
2021-12-22 07:23:43,79.1878
2021-12-22 07:23:44,79.2167
2021-12-22 07:23:45,79.2741
2021-12-22 07:23:46,79.255
2021-12-22 07:23:47,79.1986
2021-12-22 07:23:48,79.1007
2021-12-22 07:23:49,79.0017
2021-12-22 07:23:50,78.9207
2021-12-22 07:23:51,78.7962
2021-12-22 07:23:52,78.7003
2021-12-22 07:23:53,78.6777
2021-12-22 07:23:54,78.7095
2021-12-22 07:23:55,78.7799
2021-12-22 07:23:56,78.9413
2021-12-22 07:23:57,79.1447
2021-12-22 07:23:58,79.3488
2021-12-22 07:23:59,79.5578
2021-12-22 07:24:00,79.6912
2021-12-22 07:24:01,79.8339
2021-12-22 07:24:02,79.9502
2021-12-22 07:24:03,80.0483
2021-12-22 07:24:04,80.102
2021-12-22 07:24:05,80.1056
2021-12-22 07:24:06,80.0969
2021-12-22 07:24:07,80.0846
2021-12-22 07:24:08,80.0984
2021-12-22 07:24:09,80.1186
2021-12-22 07:24:10,80.1289
2021-12-22 07:24:11,80.1678
2021-12-22 07:24:12,80.1528
2021-12-22 07:24:13,80.0924
2021-12-22 07:24:14,80.0781
2021-12-22 07:24:15,80.0807
2021-12-22 07:24:16,80.0739
2021-12-22 07:24:17,80.0675
2021-12-22 07:24:18,80.0488
2021-12-22 07:24:19,80.04899999999999
2021-12-22 07:24:20,80.0294
2021-12-22 07:24:21,80.0277
2021-12-22 07:24:22,80.0154
2021-12-22 07:24:23,80.0536
2021-12-22 07:24:24,80.16
2021-12-22 07:24:25,80.2617
2021-12-22 07:24:26,80.3998
2021-12-22 07:24:27,80.493
2021-12-22 07:24:28,80.5757
2021-12-22 07:24:29,80.6589
2021-12-22 07:24:30,80.7298
2021-12-22 07:24:31,80.8056
2021-12-22 07:24:32,80.8971
2021-12-22 07:24:33,80.9995
2021-12-22 07:24:34,81.0872
2021-12-22 07:24:35,81.1597
2021-12-22 07:24:36,81.1898
2021-12-22 07:24:37,81.1973
2021-12-22 07:24:38,81.2253
2021-12-22 07:24:39,81.2635
2021-12-22 07:24:40,81.2902
2021-12-22 07:24:41,81.316
2021-12-22 07:24:42,81.3292
2021-12-22 07:24:43,81.3404
2021-12-22 07:24:44,81.3653
2021-12-22 07:24:45,81.376
2021-12-22 07:24:46,81.3536
2021-12-22 07:24:47,81.3424
2021-12-22 07:24:48,81.3052
2021-12-22 07:24:49,81.2866
2021-12-22 07:24:50,81.2495
2021-12-22 07:24:51,81.2359
2021-12-22 07:24:52,81.258
2021-12-22 07:24:53,81.2737
2021-12-22 07:24:54,81.2108
2021-12-22 07:24:55,81.2108
2021-12-22 07:24:56,81.1772
2021-12-22 07:24:57,81.1356
2021-12-22 07:24:58,81.1469
2021-12-22 07:24:59,81.1794
2021-12-22 07:25:00,81.21600000000001
2021-12-22 07:25:01,81.2096
2021-12-22 07:25:02,81.2062
2021-12-22 07:25:03,81.26899999999999
2021-12-22 07:25:04,81.3991
2021-12-22 07:25:05,81.5021
2021-12-22 07:25:06,81.6488
2021-12-22 07:25:07,81.7999
2021-12-22 07:25:08,81.9083
2021-12-22 07:25:09,81.9996
2021-12-22 07:25:10,82.0757
2021-12-22 07:25:11,82.1173
2021-12-22 07:25:12,82.1495
2021-12-22 07:25:13,82.1688
2021-12-22 07:25:14,82.1352
2021-12-22 07:25:15,82.0625
2021-12-22 07:25:16,82.0322
2021-12-22 07:25:17,82.0182
2021-12-22 07:25:18,82.031
2021-12-22 07:25:19,82.0285
2021-12-22 07:25:20,81.9697
2021-12-22 07:25:21,81.9268
2021-12-22 07:25:22,81.9595
2021-12-22 07:25:23,82.0125
2021-12-22 07:25:24,82.1049
2021-12-22 07:25:25,82.2087
2021-12-22 07:25:26,82.3503
2021-12-22 07:25:27,82.42399999999999
2021-12-22 07:25:28,82.50200000000001
2021-12-22 07:25:29,82.5345
2021-12-22 07:25:30,82.6019
2021-12-22 07:25:31,82.6464
2021-12-22 07:25:32,82.6807
2021-12-22 07:25:33,82.7114
2021-12-22 07:25:34,82.7321
2021-12-22 07:25:35,82.7135
2021-12-22 07:25:36,82.6438
2021-12-22 07:25:37,82.4935
2021-12-22 07:25:38,82.26100000000001
2021-12-22 07:25:39,82.26100000000001
2021-12-22 07:25:40,82.1721
2021-12-22 07:25:41,82.1184
2021-12-22 07:25:42,82.1161
2021-12-22 07:25:43,82.15100000000001
2021-12-22 07:25:44,82.1968
2021-12-22 07:25:45,82.2105
2021-12-22 07:25:46,82.24700000000001
2021-12-22 07:25:47,82.3206
2021-12-22 07:25:48,82.3725
2021-12-22 07:25:49,82.3992
2021-12-22 07:25:50,82.4062
2021-12-22 07:25:51,82.4336
2021-12-22 07:25:52,82.4555
2021-12-22 07:25:53,82.4919
2021-12-22 07:25:54,82.5195
2021-12-22 07:25:55,82.52
2021-12-22 07:25:56,82.5427
2021-12-22 07:25:57,82.5614
2021-12-22 07:25:58,82.5571
2021-12-22 07:25:59,82.5221
2021-12-22 07:26:00,82.5078
2021-12-22 07:26:01,82.4738
2021-12-22 07:26:02,82.43799999999999
2021-12-22 07:26:03,82.3999
2021-12-22 07:26:04,82.3461
2021-12-22 07:26:05,82.3105
2021-12-22 07:26:06,82.2863
2021-12-22 07:26:07,82.2297
2021-12-22 07:26:08,82.1751
2021-12-22 07:26:09,82.161
2021-12-22 07:26:10,82.1692
2021-12-22 07:26:11,82.1027
2021-12-22 07:26:12,82.0023
2021-12-22 07:26:13,81.9416
2021-12-22 07:26:14,81.8861
2021-12-22 07:26:15,81.8403
2021-12-22 07:26:16,81.7827
2021-12-22 07:26:17,81.7158
2021-12-22 07:26:18,81.64
2021-12-22 07:26:19,81.5059
2021-12-22 07:26:20,81.4289
2021-12-22 07:26:21,81.4289
2021-12-22 07:26:22,81.3471
2021-12-22 07:26:23,81.2796
2021-12-22 07:26:24,81.2686
2021-12-22 07:26:25,81.2633
2021-12-22 07:26:26,81.2766
2021-12-22 07:26:27,81.2845
2021-12-22 07:26:28,81.2961
2021-12-22 07:26:29,81.292
2021-12-22 07:26:30,81.2576
2021-12-22 07:26:31,81.2579
2021-12-22 07:26:32,81.2627
2021-12-22 07:26:33,81.2855
2021-12-22 07:26:34,81.2848
2021-12-22 07:26:35,81.2618
2021-12-22 07:26:36,81.2711
2021-12-22 07:26:37,81.277
2021-12-22 07:26:38,81.2958
2021-12-22 07:26:39,81.2986
2021-12-22 07:26:40,81.2905
2021-12-22 07:26:41,81.2934
2021-12-22 07:26:42,81.2836
2021-12-22 07:26:43,81.2791
2021-12-22 07:26:44,81.2785
2021-12-22 07:26:45,81.2513
2021-12-22 07:26:46,81.1618
2021-12-22 07:26:47,81.0146
2021-12-22 07:26:48,80.8682
2021-12-22 07:26:49,80.6892
2021-12-22 07:26:50,80.5662
2021-12-22 07:26:51,80.4592
2021-12-22 07:26:52,80.3521
2021-12-22 07:26:53,80.2801
2021-12-22 07:26:54,80.2484
2021-12-22 07:26:55,80.3015
2021-12-22 07:26:56,80.3972
2021-12-22 07:26:57,80.5403
2021-12-22 07:26:58,80.6852
2021-12-22 07:26:59,80.8267
2021-12-22 07:27:00,80.8957
2021-12-22 07:27:01,81.012
2021-12-22 07:27:02,81.0574
2021-12-22 07:27:03,81.077
2021-12-22 07:27:04,81.1154
2021-12-22 07:27:05,81.1128
2021-12-22 07:27:06,81.0287
2021-12-22 07:27:07,80.9174
2021-12-22 07:27:08,80.7525
2021-12-22 07:27:09,80.6402
2021-12-22 07:27:10,80.4856
2021-12-22 07:27:11,80.3404
2021-12-22 07:27:12,80.2741
2021-12-22 07:27:13,80.207
2021-12-22 07:27:14,80.1193
2021-12-22 07:27:15,80.0145
2021-12-22 07:27:16,79.9318
2021-12-22 07:27:17,79.8757
2021-12-22 07:27:18,79.9302
2021-12-22 07:27:19,80.0457
2021-12-22 07:27:20,80.1899
2021-12-22 07:27:21,80.3083
2021-12-22 07:27:22,80.4802
2021-12-22 07:27:23,80.6018
2021-12-22 07:27:24,80.5732
2021-12-22 07:27:25,80.4705
2021-12-22 07:27:26,80.3087
2021-12-22 07:27:27,80.1738
2021-12-22 07:27:28,80.0008
2021-12-22 07:27:29,79.8446
2021-12-22 07:27:30,79.7492
2021-12-22 07:27:31,79.6625
2021-12-22 07:27:32,79.5862
2021-12-22 07:27:33,79.5312
2021-12-22 07:27:34,79.4547
2021-12-22 07:27:35,79.3963
2021-12-22 07:27:36,79.3315
2021-12-22 07:27:37,79.26100000000001
2021-12-22 07:27:38,79.1866
2021-12-22 07:27:39,79.146
2021-12-22 07:27:40,79.146
2021-12-22 07:27:41,79.1321
2021-12-22 07:27:42,79.125
2021-12-22 07:27:43,79.1131
2021-12-22 07:27:44,79.0999
2021-12-22 07:27:45,79.082
2021-12-22 07:27:46,79.0552
2021-12-22 07:27:47,79.0295
2021-12-22 07:27:48,79.0413
2021-12-22 07:27:49,79.0256
2021-12-22 07:27:50,79.0276
2021-12-22 07:27:51,79.0594
2021-12-22 07:27:52,79.086
2021-12-22 07:27:53,79.0725
2021-12-22 07:27:54,79.0732
2021-12-22 07:27:55,79.0879
2021-12-22 07:27:56,79.0819
2021-12-22 07:27:57,79.07600000000001
2021-12-22 07:27:58,79.0813
2021-12-22 07:27:59,79.0617
2021-12-22 07:28:00,79.0535
2021-12-22 07:28:01,79.0347
2021-12-22 07:28:02,79.0201
2021-12-22 07:28:03,78.9419
2021-12-22 07:28:04,78.8601
2021-12-22 07:28:05,78.7468
2021-12-22 07:28:06,78.66199999999999
2021-12-22 07:28:07,78.5813
2021-12-22 07:28:08,78.5178
2021-12-22 07:28:09,78.4724
2021-12-22 07:28:10,78.4158
2021-12-22 07:28:11,78.3582
2021-12-22 07:28:12,78.2984
2021-12-22 07:28:13,78.2309
2021-12-22 07:28:14,78.1729
2021-12-22 07:28:15,78.118
2021-12-22 07:28:16,78.0499
2021-12-22 07:28:17,78.0081
2021-12-22 07:28:18,78.007
2021-12-22 07:28:19,78.0447
2021-12-22 07:28:20,78.0709
2021-12-22 07:28:21,78.0257
2021-12-22 07:28:22,77.8339
2021-12-22 07:28:23,77.8339
2021-12-22 07:28:24,77.7351
2021-12-22 07:28:25,77.6452
2021-12-22 07:28:26,77.5836
2021-12-22 07:28:27,77.5533
2021-12-22 07:28:28,77.5304
2021-12-22 07:28:29,77.5025
2021-12-22 07:28:30,77.4831
2021-12-22 07:28:31,77.406
2021-12-22 07:28:32,77.3119
2021-12-22 07:28:33,77.1674
2021-12-22 07:28:34,77.0444
2021-12-22 07:28:35,76.8987
2021-12-22 07:28:36,76.7992
2021-12-22 07:28:37,76.6907
2021-12-22 07:28:38,76.5767
2021-12-22 07:28:39,76.4449
2021-12-22 07:28:40,76.3422
2021-12-22 07:28:41,76.279
2021-12-22 07:28:42,76.2353
2021-12-22 07:28:43,76.1915
2021-12-22 07:28:44,76.1306
2021-12-22 07:28:45,76.0581
2021-12-22 07:28:46,76.0269
2021-12-22 07:28:47,76.0056
2021-12-22 07:28:48,75.9982
2021-12-22 07:28:49,75.9861
2021-12-22 07:28:50,75.9951
2021-12-22 07:28:51,75.9946
2021-12-22 07:28:52,75.9718
2021-12-22 07:28:53,75.9497
2021-12-22 07:28:54,75.9667
2021-12-22 07:28:55,75.96300000000001
2021-12-22 07:28:56,75.9397
2021-12-22 07:28:57,75.8944
2021-12-22 07:28:58,75.8586
2021-12-22 07:28:59,75.8386
2021-12-22 07:29:00,75.8545
2021-12-22 07:29:01,75.8631
2021-12-22 07:29:02,75.8923
2021-12-22 07:29:03,75.9105
2021-12-22 07:29:04,75.9526
2021-12-22 07:29:05,76.0022
2021-12-22 07:29:06,76.0022
2021-12-22 07:29:07,76.0143
2021-12-22 07:29:08,75.9921
2021-12-22 07:29:09,75.9629
2021-12-22 07:29:10,75.9222
2021-12-22 07:29:11,75.9157
2021-12-22 07:29:12,75.8985
2021-12-22 07:29:13,75.8815
2021-12-22 07:29:14,75.8796
2021-12-22 07:29:15,75.8805
2021-12-22 07:29:16,75.8988
2021-12-22 07:29:17,75.942
2021-12-22 07:29:18,75.9654
2021-12-22 07:29:19,75.9651
2021-12-22 07:29:20,75.9239
2021-12-22 07:29:21,75.8488
2021-12-22 07:29:22,75.7177
2021-12-22 07:29:23,75.4908
2021-12-22 07:29:24,75.2952
2021-12-22 07:29:25,75.1521
2021-12-22 07:29:26,74.992
2021-12-22 07:29:27,74.8609
2021-12-22 07:29:28,74.791
2021-12-22 07:29:29,74.7294
2021-12-22 07:29:30,74.6543
2021-12-22 07:29:31,74.6141
2021-12-22 07:29:32,74.7039
2021-12-22 07:29:33,74.9082
2021-12-22 07:29:34,75.0862
2021-12-22 07:29:35,75.2389
2021-12-22 07:29:36,75.442
2021-12-22 07:29:37,75.4992
2021-12-22 07:29:38,75.454
2021-12-22 07:29:39,75.2431
2021-12-22 07:29:40,75.0379
2021-12-22 07:29:41,74.8348
2021-12-22 07:29:42,74.605
2021-12-22 07:29:43,74.4321
2021-12-22 07:29:44,74.2569
2021-12-22 07:29:45,74.0997
2021-12-22 07:29:46,73.983
2021-12-22 07:29:47,74.0381
2021-12-22 07:29:48,74.2185
2021-12-22 07:29:49,74.4559
2021-12-22 07:29:50,74.6344
2021-12-22 07:29:51,74.7959
2021-12-22 07:29:52,74.8785
2021-12-22 07:29:53,74.7967
2021-12-22 07:29:54,74.6001
2021-12-22 07:29:55,74.4206
2021-12-22 07:29:56,74.2402
2021-12-22 07:29:57,74.0861
2021-12-22 07:29:58,73.9167
2021-12-22 07:29:59,73.7405
2021-12-22 07:30:00,73.6487
2021-12-22 07:30:01,73.5807
2021-12-22 07:30:02,73.6338
2021-12-22 07:30:03,73.7486
2021-12-22 07:30:04,73.8921
2021-12-22 07:30:05,74.0444
2021-12-22 07:30:06,74.1441
2021-12-22 07:30:07,74.2729
2021-12-22 07:30:08,74.3764
2021-12-22 07:30:09,74.4408
2021-12-22 07:30:10,74.4122
2021-12-22 07:30:11,74.3905
2021-12-22 07:30:12,74.3018
2021-12-22 07:30:13,74.1488
2021-12-22 07:30:14,73.9592
2021-12-22 07:30:15,73.7594
2021-12-22 07:30:16,73.5787
2021-12-22 07:30:17,73.4258
2021-12-22 07:30:18,73.2827
2021-12-22 07:30:19,73.2034
2021-12-22 07:30:20,73.21600000000001
2021-12-22 07:30:21,73.3232
2021-12-22 07:30:22,73.4713
2021-12-22 07:30:23,73.5981
2021-12-22 07:30:24,73.6959
2021-12-22 07:30:25,73.8291
2021-12-22 07:30:26,73.933
2021-12-22 07:30:27,73.9704
2021-12-22 07:30:28,73.7894
2021-12-22 07:30:29,73.7894
2021-12-22 07:30:30,73.679
2021-12-22 07:30:31,73.5083
2021-12-22 07:30:32,73.3424
2021-12-22 07:30:33,73.2214
2021-12-22 07:30:34,73.0804
2021-12-22 07:30:35,73.001
2021-12-22 07:30:36,72.8975
2021-12-22 07:30:37,72.9079
2021-12-22 07:30:38,72.9465
2021-12-22 07:30:39,72.9852
2021-12-22 07:30:40,73.0088
2021-12-22 07:30:41,73.0449
2021-12-22 07:30:42,73.11
2021-12-22 07:30:43,73.1696
2021-12-22 07:30:44,73.2101
2021-12-22 07:30:45,73.2066
2021-12-22 07:30:46,73.2094
2021-12-22 07:30:47,73.1956
2021-12-22 07:30:48,73.21600000000001
2021-12-22 07:30:49,73.2395
2021-12-22 07:30:50,73.2617
2021-12-22 07:30:51,73.2455
2021-12-22 07:30:52,73.1613
2021-12-22 07:30:53,73.0331
2021-12-22 07:30:54,72.9328
2021-12-22 07:30:55,72.8305
2021-12-22 07:30:56,72.6954
2021-12-22 07:30:57,72.5701
2021-12-22 07:30:58,72.4775
2021-12-22 07:30:59,72.3898
2021-12-22 07:31:00,72.3212
2021-12-22 07:31:01,72.2896
2021-12-22 07:31:02,72.2488
2021-12-22 07:31:03,72.2227
2021-12-22 07:31:04,72.189
2021-12-22 07:31:05,72.1596
2021-12-22 07:31:06,72.1549
2021-12-22 07:31:07,72.1331
2021-12-22 07:31:08,72.0884
2021-12-22 07:31:09,72.0527
2021-12-22 07:31:10,72.0431
2021-12-22 07:31:11,72.1603
2021-12-22 07:31:12,72.1603
2021-12-22 07:31:13,72.2884
2021-12-22 07:31:14,72.4118
2021-12-22 07:31:15,72.4976
2021-12-22 07:31:16,72.5888
2021-12-22 07:31:17,72.6714
2021-12-22 07:31:18,72.7585
2021-12-22 07:31:19,72.7998
2021-12-22 07:31:20,72.8446
2021-12-22 07:31:21,72.8811
2021-12-22 07:31:22,72.9451
2021-12-22 07:31:23,72.962
2021-12-22 07:31:24,72.8941
2021-12-22 07:31:25,72.78399999999999
2021-12-22 07:31:26,72.6777
2021-12-22 07:31:27,72.60600000000001
2021-12-22 07:31:28,72.5542
2021-12-22 07:31:29,72.4848
2021-12-22 07:31:30,72.4299
2021-12-22 07:31:31,72.3979
2021-12-22 07:31:32,72.3319
2021-12-22 07:31:33,72.2255
2021-12-22 07:31:34,72.1628
2021-12-22 07:31:35,72.1114
2021-12-22 07:31:36,72.0777
2021-12-22 07:31:37,72.0306
2021-12-22 07:31:38,72.0192
2021-12-22 07:31:39,72.0284
2021-12-22 07:31:40,72.0152
2021-12-22 07:31:41,72.0097
2021-12-22 07:31:42,72.0015
2021-12-22 07:31:43,71.9716
2021-12-22 07:31:44,71.9351
2021-12-22 07:31:45,71.9008
2021-12-22 07:31:46,71.91199999999999
2021-12-22 07:31:47,71.925
2021-12-22 07:31:48,71.9169
2021-12-22 07:31:49,71.9197
2021-12-22 07:31:50,71.8917
2021-12-22 07:31:51,71.8941
2021-12-22 07:31:52,71.8968
2021-12-22 07:31:53,71.8975
2021-12-22 07:31:54,71.8673
2021-12-22 07:31:55,71.8673
2021-12-22 07:31:56,71.8787
2021-12-22 07:31:57,71.8883
2021-12-22 07:31:58,71.8828
2021-12-22 07:31:59,71.8704
2021-12-22 07:32:00,71.8814
2021-12-22 07:32:01,71.9022
2021-12-22 07:32:02,71.9333
2021-12-22 07:32:03,71.9193
2021-12-22 07:32:04,71.9252
2021-12-22 07:32:05,71.9457
2021-12-22 07:32:06,71.9792
2021-12-22 07:32:07,72.0115
2021-12-22 07:32:08,72.0081
2021-12-22 07:32:09,72.0224
2021-12-22 07:32:10,72.0267
2021-12-22 07:32:11,72.0154
2021-12-22 07:32:12,72.0035
2021-12-22 07:32:13,71.9892
2021-12-22 07:32:14,71.9485
2021-12-22 07:32:15,71.9234
2021-12-22 07:32:16,71.931
2021-12-22 07:32:17,71.8995
2021-12-22 07:32:18,71.8008
2021-12-22 07:32:19,71.6945
2021-12-22 07:32:20,71.6189
2021-12-22 07:32:21,71.59100000000001
2021-12-22 07:32:22,71.5224
2021-12-22 07:32:23,71.4577
2021-12-22 07:32:24,71.3633
2021-12-22 07:32:25,71.23
2021-12-22 07:32:26,71.1581
2021-12-22 07:32:27,71.0934
2021-12-22 07:32:28,71.0577
2021-12-22 07:32:29,71.0269
2021-12-22 07:32:30,71.0021
2021-12-22 07:32:31,70.9666
2021-12-22 07:32:32,70.9309
2021-12-22 07:32:33,70.9028
2021-12-22 07:32:34,70.8838
2021-12-22 07:32:35,70.875
2021-12-22 07:32:36,70.875
2021-12-22 07:32:37,70.8747
2021-12-22 07:32:38,70.8797
2021-12-22 07:32:39,70.868
2021-12-22 07:32:40,70.84
2021-12-22 07:32:41,70.7996
2021-12-22 07:32:42,70.7501
2021-12-22 07:32:43,70.72800000000001
2021-12-22 07:32:44,70.7084
2021-12-22 07:32:45,70.7067
2021-12-22 07:32:46,70.7342
2021-12-22 07:32:47,70.7473
2021-12-22 07:32:48,70.736
2021-12-22 07:32:49,70.7263
2021-12-22 07:32:50,70.7445
2021-12-22 07:32:51,70.755
2021-12-22 07:32:52,70.7666
2021-12-22 07:32:53,70.7756
2021-12-22 07:32:54,70.7723
2021-12-22 07:32:55,70.7723
2021-12-22 07:32:56,70.7566
2021-12-22 07:32:57,70.7651
2021-12-22 07:32:58,70.7638
2021-12-22 07:32:59,70.7667
2021-12-22 07:33:00,70.7885
2021-12-22 07:33:01,70.7921
2021-12-22 07:33:02,70.8019
2021-12-22 07:33:03,70.7989
2021-12-22 07:33:04,70.8085
2021-12-22 07:33:05,70.7939
2021-12-22 07:33:06,70.7959
2021-12-22 07:33:07,70.779
2021-12-22 07:33:08,70.7403
2021-12-22 07:33:09,70.7167
2021-12-22 07:33:10,70.7131
2021-12-22 07:33:11,70.7026
2021-12-22 07:33:12,70.702
2021-12-22 07:33:13,70.7201
2021-12-22 07:33:14,70.7112
2021-12-22 07:33:15,70.687
2021-12-22 07:33:16,70.7244
2021-12-22 07:33:17,70.7244
2021-12-22 07:33:18,70.7208
2021-12-22 07:33:19,70.7141
2021-12-22 07:33:20,70.7197
2021-12-22 07:33:21,70.7262
2021-12-22 07:33:22,70.7158
2021-12-22 07:33:23,70.7118
2021-12-22 07:33:24,70.7229
2021-12-22 07:33:25,70.7327
2021-12-22 07:33:26,70.7229
2021-12-22 07:33:27,70.7173
2021-12-22 07:33:28,70.7359
2021-12-22 07:33:29,70.7426
2021-12-22 07:33:30,70.7282
2021-12-22 07:33:31,70.7293
2021-12-22 07:33:32,70.7035
2021-12-22 07:33:33,70.7053
2021-12-22 07:33:34,70.7248
2021-12-22 07:33:35,70.7229
2021-12-22 07:33:36,70.7018
2021-12-22 07:33:37,70.7225
2021-12-22 07:33:38,70.7596
2021-12-22 07:33:39,70.7969
2021-12-22 07:33:40,70.82600000000001
2021-12-22 07:33:41,70.8027
2021-12-22 07:33:42,70.8108
2021-12-22 07:33:43,70.8118
2021-12-22 07:33:44,70.8251
2021-12-22 07:33:45,70.8168
2021-12-22 07:33:46,70.8039
2021-12-22 07:33:47,70.8022
2021-12-22 07:33:48,70.8078
2021-12-22 07:33:49,70.81
2021-12-22 07:33:50,70.8254
2021-12-22 07:33:51,70.8133
2021-12-22 07:33:52,70.8121
2021-12-22 07:33:53,70.8214
2021-12-22 07:33:54,70.8232
2021-12-22 07:33:55,70.8196
2021-12-22 07:33:56,70.7858
2021-12-22 07:33:57,70.7858
2021-12-22 07:33:58,70.7756
2021-12-22 07:33:59,70.7627
2021-12-22 07:34:00,70.7424
2021-12-22 07:34:01,70.7204
2021-12-22 07:34:02,70.7106
2021-12-22 07:34:03,70.7485
2021-12-22 07:34:04,70.7746
2021-12-22 07:34:05,70.7863
2021-12-22 07:34:06,70.7947
2021-12-22 07:34:07,70.8122
2021-12-22 07:34:08,70.8095
2021-12-22 07:34:09,70.8046
2021-12-22 07:34:10,70.8083
2021-12-22 07:34:11,70.8186
2021-12-22 07:34:12,70.8054
2021-12-22 07:34:13,70.7831
2021-12-22 07:34:14,70.798
2021-12-22 07:34:15,70.8136
2021-12-22 07:34:16,70.8211
2021-12-22 07:34:17,70.8126
2021-12-22 07:34:18,70.8078
