时间,汽包水位
2021-12-22 11:10:17,-12.266
2021-12-22 11:10:18,-12.6039
2021-12-22 11:10:19,-12.8559
2021-12-22 11:10:20,-13.1272
2021-12-22 11:10:21,-13.419
2021-12-22 11:10:22,-13.6426
2021-12-22 11:10:23,-13.916
2021-12-22 11:10:24,-14.2618
2021-12-22 11:10:25,-14.458
2021-12-22 11:10:26,-14.5497
2021-12-22 11:10:27,-14.5924
2021-12-22 11:10:28,-14.6247
2021-12-22 11:10:29,-14.6182
2021-12-22 11:10:30,-14.6474
2021-12-22 11:10:31,-14.7089
2021-12-22 11:10:32,-14.8011
2021-12-22 11:10:33,-14.9625
2021-12-22 11:10:34,-14.9307
2021-12-22 11:10:35,-14.8755
2021-12-22 11:10:36,-14.9971
2021-12-22 11:10:37,-15.0897
2021-12-22 11:10:38,-15.0978
2021-12-22 11:10:39,-15.0514
2021-12-22 11:10:40,-14.9612
2021-12-22 11:10:41,-14.8231
2021-12-22 11:10:42,-14.7456
2021-12-22 11:10:43,-14.7693
2021-12-22 11:10:44,-14.9223
2021-12-22 11:10:45,-15.0666
2021-12-22 11:10:46,-15.1495
2021-12-22 11:10:47,-15.215
2021-12-22 11:10:48,-15.2996
2021-12-22 11:10:49,-15.3739
2021-12-22 11:10:50,-15.3873
2021-12-22 11:10:51,-15.3493
2021-12-22 11:10:52,-15.3095
2021-12-22 11:10:53,-15.2755
2021-12-22 11:10:54,-15.2537
2021-12-22 11:10:55,-15.2694
2021-12-22 11:10:56,-15.3181
2021-12-22 11:10:57,-15.3514
2021-12-22 11:10:58,-15.3868
2021-12-22 11:10:59,-15.473
2021-12-22 11:11:00,-15.5814
2021-12-22 11:11:01,-15.6299
2021-12-22 11:11:02,-15.7142
2021-12-22 11:11:03,-15.9356
2021-12-22 11:11:04,-16.1999
2021-12-22 11:11:05,-16.325
2021-12-22 11:11:06,-16.3964
2021-12-22 11:11:07,-16.397
2021-12-22 11:11:08,-16.3586
2021-12-22 11:11:09,-16.3707
2021-12-22 11:11:10,-16.4609
2021-12-22 11:11:11,-16.6329
2021-12-22 11:11:12,-17.058
2021-12-22 11:11:13,-17.058
2021-12-22 11:11:14,-17.3008
2021-12-22 11:11:15,-17.3958
2021-12-22 11:11:16,-17.4508
2021-12-22 11:11:17,-17.4715
2021-12-22 11:11:18,-17.5444
2021-12-22 11:11:19,-17.6462
2021-12-22 11:11:20,-17.7437
2021-12-22 11:11:21,-17.7665
2021-12-22 11:11:22,-17.859
2021-12-22 11:11:23,-17.9479
2021-12-22 11:11:24,-18.1231
2021-12-22 11:11:25,-18.2337
2021-12-22 11:11:26,-18.3124
2021-12-22 11:11:27,-18.3211
2021-12-22 11:11:28,-18.3458
2021-12-22 11:11:29,-18.393
2021-12-22 11:11:30,-18.3433
2021-12-22 11:11:31,-18.2652
2021-12-22 11:11:32,-18.161
2021-12-22 11:11:33,-17.9978
2021-12-22 11:11:34,-17.832
2021-12-22 11:11:35,-17.7417
2021-12-22 11:11:36,-17.6943
2021-12-22 11:11:37,-17.674
2021-12-22 11:11:38,-17.672
2021-12-22 11:11:39,-17.6481
2021-12-22 11:11:40,-17.6048
2021-12-22 11:11:41,-17.4931
2021-12-22 11:11:42,-17.4477
2021-12-22 11:11:43,-17.5297
2021-12-22 11:11:44,-17.651
2021-12-22 11:11:45,-17.7307
2021-12-22 11:11:46,-17.8098
2021-12-22 11:11:47,-17.8191
2021-12-22 11:11:48,-17.8868
2021-12-22 11:11:49,-18.0437
2021-12-22 11:11:50,-18.1467
2021-12-22 11:11:51,-18.126
2021-12-22 11:11:52,-18.0512
2021-12-22 11:11:53,-18.1886
2021-12-22 11:11:54,-18.1886
2021-12-22 11:11:55,-18.2758
2021-12-22 11:11:56,-18.4353
2021-12-22 11:11:57,-18.4884
2021-12-22 11:11:58,-18.4744
2021-12-22 11:11:59,-18.4475
2021-12-22 11:12:00,-18.4101
2021-12-22 11:12:01,-18.4464
2021-12-22 11:12:02,-18.5581
2021-12-22 11:12:03,-18.6793
2021-12-22 11:12:04,-18.7521
2021-12-22 11:12:05,-18.7866
2021-12-22 11:12:06,-18.7129
2021-12-22 11:12:07,-18.6166
2021-12-22 11:12:08,-18.5311
2021-12-22 11:12:09,-18.5579
2021-12-22 11:12:10,-18.5935
2021-12-22 11:12:11,-18.613
2021-12-22 11:12:12,-18.64
2021-12-22 11:12:13,-18.6733
2021-12-22 11:12:14,-18.7386
2021-12-22 11:12:15,-18.8389
2021-12-22 11:12:16,-19.0028
2021-12-22 11:12:17,-19.1275
2021-12-22 11:12:18,-19.1929
2021-12-22 11:12:19,-19.2583
2021-12-22 11:12:20,-19.1661
2021-12-22 11:12:21,-19.0171
2021-12-22 11:12:22,-18.9491
2021-12-22 11:12:23,-18.8686
2021-12-22 11:12:24,-18.6906
2021-12-22 11:12:25,-18.5897
2021-12-22 11:12:26,-18.6103
2021-12-22 11:12:27,-18.6386
2021-12-22 11:12:28,-18.6982
2021-12-22 11:12:29,-18.7424
2021-12-22 11:12:30,-18.7116
2021-12-22 11:12:31,-18.6142
2021-12-22 11:12:32,-18.5394
2021-12-22 11:12:33,-18.418
2021-12-22 11:12:34,-18.1386
2021-12-22 11:12:35,-18.1386
2021-12-22 11:12:36,-18.0096
2021-12-22 11:12:37,-17.9197
2021-12-22 11:12:38,-17.8883
2021-12-22 11:12:39,-17.9592
2021-12-22 11:12:40,-18.051
2021-12-22 11:12:41,-18.0632
2021-12-22 11:12:42,-18.0262
2021-12-22 11:12:43,-18.0124
2021-12-22 11:12:44,-17.9842
2021-12-22 11:12:45,-17.9148
2021-12-22 11:12:46,-17.8823
2021-12-22 11:12:47,-17.7841
2021-12-22 11:12:48,-17.6932
2021-12-22 11:12:49,-17.6706
2021-12-22 11:12:50,-17.6993
2021-12-22 11:12:51,-17.8866
2021-12-22 11:12:52,-18.0878
2021-12-22 11:12:53,-18.1259
2021-12-22 11:12:54,-18.0358
2021-12-22 11:12:55,-17.8571
2021-12-22 11:12:56,-17.6878
2021-12-22 11:12:57,-17.5026
2021-12-22 11:12:58,-17.2551
2021-12-22 11:12:59,-16.9475
2021-12-22 11:13:00,-16.7204
2021-12-22 11:13:01,-16.5704
2021-12-22 11:13:02,-16.4663
2021-12-22 11:13:03,-16.4202
2021-12-22 11:13:04,-16.3061
2021-12-22 11:13:05,-16.0818
2021-12-22 11:13:06,-15.8107
2021-12-22 11:13:07,-15.6032
2021-12-22 11:13:08,-15.4426
2021-12-22 11:13:09,-15.3063
2021-12-22 11:13:10,-15.2238
2021-12-22 11:13:11,-15.2116
2021-12-22 11:13:12,-15.2217
2021-12-22 11:13:13,-15.1713
2021-12-22 11:13:14,-15.1332
2021-12-22 11:13:15,-15.1332
2021-12-22 11:13:16,-15.1925
2021-12-22 11:13:17,-15.2186
2021-12-22 11:13:18,-15.113
2021-12-22 11:13:19,-14.751
2021-12-22 11:13:20,-14.2767
2021-12-22 11:13:21,-14.003
2021-12-22 11:13:22,-13.8165
2021-12-22 11:13:23,-13.3099
2021-12-22 11:13:24,-12.9722
2021-12-22 11:13:25,-12.4423
2021-12-22 11:13:26,-11.9835
2021-12-22 11:13:27,-11.624
2021-12-22 11:13:28,-11.3977
2021-12-22 11:13:29,-11.3236
2021-12-22 11:13:30,-11.1916
2021-12-22 11:13:31,-11.0432
2021-12-22 11:13:32,-11.0231
2021-12-22 11:13:33,-11.1717
2021-12-22 11:13:34,-11.3566
2021-12-22 11:13:35,-11.4735
2021-12-22 11:13:36,-11.3962
2021-12-22 11:13:37,-11.1392
2021-12-22 11:13:38,-10.9149
2021-12-22 11:13:39,-10.8099
2021-12-22 11:13:40,-10.7261
2021-12-22 11:13:41,-10.4916
2021-12-22 11:13:42,-10.2938
2021-12-22 11:13:43,-10.224
2021-12-22 11:13:44,-10.1344
2021-12-22 11:13:45,-10.1046
2021-12-22 11:13:46,-10.2257
2021-12-22 11:13:47,-10.4116
2021-12-22 11:13:48,-10.4512
2021-12-22 11:13:49,-10.098
2021-12-22 11:13:50,-9.7973
2021-12-22 11:13:51,-9.5709
2021-12-22 11:13:52,-9.2738
2021-12-22 11:13:53,-8.9937
2021-12-22 11:13:54,-8.7417
2021-12-22 11:13:55,-8.7417
2021-12-22 11:13:56,-8.7669
2021-12-22 11:13:57,-8.8135
2021-12-22 11:13:58,-8.8646
2021-12-22 11:13:59,-8.807
2021-12-22 11:14:00,-8.771
2021-12-22 11:14:01,-8.7732
2021-12-22 11:14:02,-8.7365
2021-12-22 11:14:03,-8.5948
2021-12-22 11:14:04,-8.4489
2021-12-22 11:14:05,-8.2717
2021-12-22 11:14:06,-8.0907
2021-12-22 11:14:07,-8.0137
2021-12-22 11:14:08,-7.8942
2021-12-22 11:14:09,-7.7656
2021-12-22 11:14:10,-7.7325
2021-12-22 11:14:11,-7.7022
2021-12-22 11:14:12,-7.5284
2021-12-22 11:14:13,-7.2805
2021-12-22 11:14:14,-7.0767
2021-12-22 11:14:15,-6.8487
2021-12-22 11:14:16,-6.6195
2021-12-22 11:14:17,-6.541
2021-12-22 11:14:18,-6.6033
2021-12-22 11:14:19,-6.8359
2021-12-22 11:14:20,-7.0346
2021-12-22 11:14:21,-7.0083
2021-12-22 11:14:22,-6.9271
2021-12-22 11:14:23,-6.9697
2021-12-22 11:14:24,-7.0707
2021-12-22 11:14:25,-7.0991
2021-12-22 11:14:26,-7.1117
2021-12-22 11:14:27,-7.2424
2021-12-22 11:14:28,-7.0806
2021-12-22 11:14:29,-6.7094
2021-12-22 11:14:30,-6.4438
2021-12-22 11:14:31,-6.1231
2021-12-22 11:14:32,-5.7868
2021-12-22 11:14:33,-5.5013
2021-12-22 11:14:34,-5.447
2021-12-22 11:14:35,-5.447
2021-12-22 11:14:36,-5.5117
2021-12-22 11:14:37,-5.4201
2021-12-22 11:14:38,-5.1657
2021-12-22 11:14:39,-4.8201
2021-12-22 11:14:40,-4.6256
2021-12-22 11:14:41,-4.5579
2021-12-22 11:14:42,-4.6016
2021-12-22 11:14:43,-4.4255
2021-12-22 11:14:44,-4.1136
2021-12-22 11:14:45,-4.0375
2021-12-22 11:14:46,-3.9271
2021-12-22 11:14:47,-3.7501
2021-12-22 11:14:48,-3.6715
2021-12-22 11:14:49,-3.7895
2021-12-22 11:14:50,-4.1248
2021-12-22 11:14:51,-4.3321
2021-12-22 11:14:52,-4.4135
2021-12-22 11:14:53,-4.5803
2021-12-22 11:14:54,-4.6525
2021-12-22 11:14:55,-4.6834
2021-12-22 11:14:56,-4.6821
2021-12-22 11:14:57,-4.5727
2021-12-22 11:14:58,-4.3363
2021-12-22 11:14:59,-4.1288
2021-12-22 11:15:00,-4.0518
2021-12-22 11:15:01,-4.2901
2021-12-22 11:15:02,-4.4552
2021-12-22 11:15:03,-4.2544
2021-12-22 11:15:04,-3.9334
2021-12-22 11:15:05,-3.6276
2021-12-22 11:15:06,-3.3154
2021-12-22 11:15:07,-2.9874
2021-12-22 11:15:08,-2.6197
2021-12-22 11:15:09,-2.4884
2021-12-22 11:15:10,-2.4241
2021-12-22 11:15:11,-2.3875
2021-12-22 11:15:12,-2.3175
2021-12-22 11:15:13,-2.1854
2021-12-22 11:15:14,-1.9013
2021-12-22 11:15:15,-1.2728
2021-12-22 11:15:16,-1.2728
2021-12-22 11:15:17,-1.2139
2021-12-22 11:15:18,-1.1564
2021-12-22 11:15:19,-0.9259
2021-12-22 11:15:20,-0.6011
2021-12-22 11:15:21,-0.3397
2021-12-22 11:15:22,-0.0122
2021-12-22 11:15:23,0.2746
2021-12-22 11:15:24,0.3857
2021-12-22 11:15:25,0.3843
2021-12-22 11:15:26,0.372
2021-12-22 11:15:27,0.3507
2021-12-22 11:15:28,0.2506
2021-12-22 11:15:29,0.24
2021-12-22 11:15:30,0.3265
2021-12-22 11:15:31,0.4294
2021-12-22 11:15:32,0.4196
2021-12-22 11:15:33,0.6582
2021-12-22 11:15:34,1.0082
2021-12-22 11:15:35,1.2901
2021-12-22 11:15:36,1.5139
2021-12-22 11:15:37,1.7302
2021-12-22 11:15:38,1.98
2021-12-22 11:15:39,2.1917
2021-12-22 11:15:40,2.3771
2021-12-22 11:15:41,2.5364
2021-12-22 11:15:42,2.6066
2021-12-22 11:15:43,2.6082
2021-12-22 11:15:44,2.5502
2021-12-22 11:15:45,2.4775
2021-12-22 11:15:46,2.5385
2021-12-22 11:15:47,2.7615
2021-12-22 11:15:48,2.9496
2021-12-22 11:15:49,3.1216
2021-12-22 11:15:50,3.3182
2021-12-22 11:15:51,3.4514
2021-12-22 11:15:52,3.5976
2021-12-22 11:15:53,3.7317
2021-12-22 11:15:54,3.8495
2021-12-22 11:15:55,3.9432
2021-12-22 11:15:56,3.9181
2021-12-22 11:15:57,3.8521
2021-12-22 11:15:58,3.5911
2021-12-22 11:15:59,3.5911
2021-12-22 11:16:00,3.6304
2021-12-22 11:16:01,3.7613
2021-12-22 11:16:02,3.8377
2021-12-22 11:16:03,3.8743
2021-12-22 11:16:04,3.9309
2021-12-22 11:16:05,4.0035
2021-12-22 11:16:06,4.0988
2021-12-22 11:16:07,4.1849
2021-12-22 11:16:08,4.2628
2021-12-22 11:16:09,4.3333
2021-12-22 11:16:10,4.397
2021-12-22 11:16:11,4.4578
2021-12-22 11:16:12,4.5405
2021-12-22 11:16:13,4.7215
2021-12-22 11:16:14,4.7782
2021-12-22 11:16:15,4.8857
2021-12-22 11:16:16,4.9523
2021-12-22 11:16:17,5.122
2021-12-22 11:16:18,5.3482
2021-12-22 11:16:19,5.4711
2021-12-22 11:16:20,5.5148
2021-12-22 11:16:21,5.5228
2021-12-22 11:16:22,5.568
2021-12-22 11:16:23,5.6259
2021-12-22 11:16:24,5.8
2021-12-22 11:16:25,5.8765
2021-12-22 11:16:26,5.9574
2021-12-22 11:16:27,6.2331
2021-12-22 11:16:28,6.4677
2021-12-22 11:16:29,6.7306
2021-12-22 11:16:30,6.898
2021-12-22 11:16:31,7.1128
2021-12-22 11:16:32,7.4585
2021-12-22 11:16:33,7.4572
2021-12-22 11:16:34,7.4163
2021-12-22 11:16:35,7.6063
2021-12-22 11:16:36,7.9081
2021-12-22 11:16:37,8.1325
2021-12-22 11:16:38,8.3833
2021-12-22 11:16:39,8.6035
2021-12-22 11:16:40,8.7901
2021-12-22 11:16:41,9.4364
2021-12-22 11:16:42,9.4364
2021-12-22 11:16:43,9.6729
2021-12-22 11:16:44,9.8074
2021-12-22 11:16:45,10.0246
2021-12-22 11:16:46,10.1702
2021-12-22 11:16:47,10.3071
2021-12-22 11:16:48,10.4996
2021-12-22 11:16:49,10.6812
2021-12-22 11:16:50,10.9323
2021-12-22 11:16:51,11.1091
2021-12-22 11:16:52,11.2385
2021-12-22 11:16:53,11.3777
2021-12-22 11:16:54,11.7923
2021-12-22 11:16:55,12.1255
2021-12-22 11:16:56,12.5853
2021-12-22 11:16:57,13.0018
2021-12-22 11:16:58,13.591
2021-12-22 11:16:59,13.7872
2021-12-22 11:17:00,13.7885
2021-12-22 11:17:01,13.8572
2021-12-22 11:17:02,13.9923
2021-12-22 11:17:03,14.1614
2021-12-22 11:17:04,14.1345
2021-12-22 11:17:05,14.3046
2021-12-22 11:17:06,14.5242
2021-12-22 11:17:07,14.6565
2021-12-22 11:17:08,14.7771
2021-12-22 11:17:09,14.9853
2021-12-22 11:17:10,15.032
2021-12-22 11:17:11,14.9187
2021-12-22 11:17:12,14.9942
2021-12-22 11:17:13,15.036
2021-12-22 11:17:14,15.076
2021-12-22 11:17:15,15.0911
2021-12-22 11:17:16,15.0499
2021-12-22 11:17:17,14.9847
2021-12-22 11:17:18,14.9307
2021-12-22 11:17:19,14.8578
2021-12-22 11:17:20,14.8014
2021-12-22 11:17:21,14.6686
2021-12-22 11:17:22,14.5824
2021-12-22 11:17:23,14.558
2021-12-22 11:17:24,14.5757
2021-12-22 11:17:25,14.5423
2021-12-22 11:17:26,14.5423
2021-12-22 11:17:27,14.3074
2021-12-22 11:17:28,14.1354
2021-12-22 11:17:29,13.9391
2021-12-22 11:17:30,13.6976
2021-12-22 11:17:31,13.579
2021-12-22 11:17:32,13.4199
2021-12-22 11:17:33,13.4129
2021-12-22 11:17:34,13.2818
2021-12-22 11:17:35,13.0797
2021-12-22 11:17:36,13.0146
2021-12-22 11:17:37,12.8947
2021-12-22 11:17:38,12.7334
2021-12-22 11:17:39,12.6242
2021-12-22 11:17:40,12.5277
2021-12-22 11:17:41,12.5541
2021-12-22 11:17:42,12.5976
2021-12-22 11:17:43,12.5547
2021-12-22 11:17:44,12.56
2021-12-22 11:17:45,12.4951
2021-12-22 11:17:46,12.3688
2021-12-22 11:17:47,12.3214
2021-12-22 11:17:48,12.4334
2021-12-22 11:17:49,12.6146
2021-12-22 11:17:50,12.9601
2021-12-22 11:17:51,13.2238
2021-12-22 11:17:52,13.5173
2021-12-22 11:17:53,13.7073
2021-12-22 11:17:54,13.9679
2021-12-22 11:17:55,14.2334
2021-12-22 11:17:56,14.4355
2021-12-22 11:17:57,14.749
2021-12-22 11:17:58,14.9298
2021-12-22 11:17:59,15.0497
2021-12-22 11:18:00,15.1448
2021-12-22 11:18:01,15.3185
2021-12-22 11:18:02,15.4797
2021-12-22 11:18:03,15.5991
2021-12-22 11:18:04,15.7344
2021-12-22 11:18:05,15.802
2021-12-22 11:18:06,15.9768
2021-12-22 11:18:07,16.1008
2021-12-22 11:18:08,15.9379
2021-12-22 11:18:09,15.641
2021-12-22 11:18:10,15.5859
2021-12-22 11:18:11,15.539
2021-12-22 11:18:12,15.5884
2021-12-22 11:18:13,15.6466
2021-12-22 11:18:14,15.7409
2021-12-22 11:18:15,15.8611
2021-12-22 11:18:16,15.8123
2021-12-22 11:18:17,15.8459
2021-12-22 11:18:18,15.7604
2021-12-22 11:18:19,15.4636
2021-12-22 11:18:20,15.2292
2021-12-22 11:18:21,15.2259
2021-12-22 11:18:22,15.3652
2021-12-22 11:18:23,15.4986
2021-12-22 11:18:24,15.6322
2021-12-22 11:18:25,15.597
2021-12-22 11:18:26,15.586
2021-12-22 11:18:27,15.6128
2021-12-22 11:18:28,15.5343
2021-12-22 11:18:29,15.4281
2021-12-22 11:18:30,15.2206
2021-12-22 11:18:31,15.0316
2021-12-22 11:18:32,14.8479
2021-12-22 11:18:33,14.8225
2021-12-22 11:18:34,14.8227
2021-12-22 11:18:35,14.7601
2021-12-22 11:18:36,14.5971
2021-12-22 11:18:37,14.4125
2021-12-22 11:18:38,14.2286
2021-12-22 11:18:39,13.9967
2021-12-22 11:18:40,13.7878
2021-12-22 11:18:41,13.4559
2021-12-22 11:18:42,13.2515
2021-12-22 11:18:43,13.1784
2021-12-22 11:18:44,13.1423
2021-12-22 11:18:45,13.0827
2021-12-22 11:18:46,13.0004
2021-12-22 11:18:47,12.9105
2021-12-22 11:18:48,12.8844
2021-12-22 11:18:49,12.8763
2021-12-22 11:18:50,12.7704
2021-12-22 11:18:51,12.8528
2021-12-22 11:18:52,12.9981
2021-12-22 11:18:53,12.9815
2021-12-22 11:18:54,12.7444
2021-12-22 11:18:55,12.4595
2021-12-22 11:18:56,12.3533
2021-12-22 11:18:57,12.2851
2021-12-22 11:18:58,12.1131
2021-12-22 11:18:59,11.9282
2021-12-22 11:19:00,11.7827
2021-12-22 11:19:01,11.6212
2021-12-22 11:19:02,11.4578
2021-12-22 11:19:03,11.4585
2021-12-22 11:19:04,11.5045
2021-12-22 11:19:05,11.4823
2021-12-22 11:19:06,11.5617
2021-12-22 11:19:07,11.6875
2021-12-22 11:19:08,11.8106
2021-12-22 11:19:09,11.9215
2021-12-22 11:19:10,11.9548
2021-12-22 11:19:11,11.9601
2021-12-22 11:19:12,12.0121
2021-12-22 11:19:13,12.0345
2021-12-22 11:19:14,12.0078
2021-12-22 11:19:15,11.9626
2021-12-22 11:19:16,11.9805
2021-12-22 11:19:17,11.957
2021-12-22 11:19:18,11.8387
2021-12-22 11:19:19,11.9546
2021-12-22 11:19:20,12.0812
2021-12-22 11:19:21,12.1265
2021-12-22 11:19:22,12.1572
2021-12-22 11:19:23,12.184
2021-12-22 11:19:24,12.1519
2021-12-22 11:19:25,12.1958
2021-12-22 11:19:26,12.284
2021-12-22 11:19:27,12.2935
2021-12-22 11:19:28,12.2578
2021-12-22 11:19:29,12.07
2021-12-22 11:19:30,11.7802
2021-12-22 11:19:31,11.4123
2021-12-22 11:19:32,11.4123
2021-12-22 11:19:33,11.2868
2021-12-22 11:19:34,11.1373
2021-12-22 11:19:35,11.0293
2021-12-22 11:19:36,10.8606
2021-12-22 11:19:37,10.8271
2021-12-22 11:19:38,10.7527
2021-12-22 11:19:39,10.665
2021-12-22 11:19:40,10.7833
2021-12-22 11:19:41,10.7521
2021-12-22 11:19:42,10.7392
2021-12-22 11:19:43,10.7607
2021-12-22 11:19:44,10.7505
2021-12-22 11:19:45,10.7218
2021-12-22 11:19:46,10.687
2021-12-22 11:19:47,10.6639
2021-12-22 11:19:48,10.6613
2021-12-22 11:19:49,10.717
2021-12-22 11:19:50,10.6327
2021-12-22 11:19:51,10.6198
2021-12-22 11:19:52,10.6198
2021-12-22 11:19:53,10.6958
2021-12-22 11:19:54,10.7733
2021-12-22 11:19:55,10.6189
2021-12-22 11:19:56,10.5177
2021-12-22 11:19:57,10.5215
2021-12-22 11:19:58,10.5419
2021-12-22 11:19:59,10.5404
2021-12-22 11:20:00,10.437
2021-12-22 11:20:01,10.4787
2021-12-22 11:20:02,10.384
2021-12-22 11:20:03,10.3965
2021-12-22 11:20:04,10.3335
2021-12-22 11:20:05,10.2434
2021-12-22 11:20:06,10.1179
2021-12-22 11:20:07,10.1327
2021-12-22 11:20:08,10.2034
2021-12-22 11:20:09,10.0833
2021-12-22 11:20:10,9.996
2021-12-22 11:20:11,9.9401
2021-12-22 11:20:12,9.893
2021-12-22 11:20:13,9.8536
2021-12-22 11:20:14,9.8299
2021-12-22 11:20:15,9.7794
2021-12-22 11:20:16,9.6452
2021-12-22 11:20:17,9.4473
2021-12-22 11:20:18,9.4414
2021-12-22 11:20:19,9.4552
2021-12-22 11:20:20,9.4478
2021-12-22 11:20:21,9.4945
2021-12-22 11:20:22,9.5393
2021-12-22 11:20:23,9.6354
2021-12-22 11:20:24,9.7413
2021-12-22 11:20:25,9.7651
2021-12-22 11:20:26,9.7497
2021-12-22 11:20:27,9.8186
2021-12-22 11:20:28,9.9136
2021-12-22 11:20:29,9.7465
2021-12-22 11:20:30,9.3475
2021-12-22 11:20:31,9.2828
2021-12-22 11:20:32,9.3571
2021-12-22 11:20:33,9.5051
2021-12-22 11:20:34,9.6519
2021-12-22 11:20:35,9.8148
2021-12-22 11:20:36,9.9051
2021-12-22 11:20:37,9.8333
2021-12-22 11:20:38,9.7705
2021-12-22 11:20:39,9.7552
2021-12-22 11:20:40,9.6249
2021-12-22 11:20:41,9.4931
2021-12-22 11:20:42,9.2397
2021-12-22 11:20:43,8.9813
2021-12-22 11:20:44,8.7022
2021-12-22 11:20:45,8.4113
2021-12-22 11:20:46,8.2507
2021-12-22 11:20:47,8.1364
2021-12-22 11:20:48,8.0204
2021-12-22 11:20:49,7.9515
2021-12-22 11:20:50,7.8821
2021-12-22 11:20:51,7.668
2021-12-22 11:20:52,7.4762
2021-12-22 11:20:53,7.4466
2021-12-22 11:20:54,7.243
2021-12-22 11:20:55,7.2135
2021-12-22 11:20:56,7.2135
2021-12-22 11:20:57,7.1099
2021-12-22 11:20:58,7.1231
2021-12-22 11:20:59,7.1049
2021-12-22 11:21:00,7.0708
2021-12-22 11:21:01,7.0557
2021-12-22 11:21:02,7.0903
2021-12-22 11:21:03,7.1022
2021-12-22 11:21:04,7.1932
2021-12-22 11:21:05,7.3147
2021-12-22 11:21:06,7.526
2021-12-22 11:21:07,7.722
2021-12-22 11:21:08,7.8792
2021-12-22 11:21:09,7.9975
2021-12-22 11:21:10,8.0469
2021-12-22 11:21:11,8.0365
2021-12-22 11:21:12,8.1783
2021-12-22 11:21:13,8.36
2021-12-22 11:21:14,8.5169
2021-12-22 11:21:15,8.7632
2021-12-22 11:21:16,9.0124
2021-12-22 11:21:17,9.1451
2021-12-22 11:21:18,9.198
2021-12-22 11:21:19,9.3342
2021-12-22 11:21:20,9.3357
2021-12-22 11:21:21,9.3118
2021-12-22 11:21:22,9.2281
2021-12-22 11:21:23,9.1764
2021-12-22 11:21:24,9.0843
2021-12-22 11:21:25,8.9204
2021-12-22 11:21:26,8.8282
2021-12-22 11:21:27,8.7286
2021-12-22 11:21:28,8.6207
2021-12-22 11:21:29,8.5196
2021-12-22 11:21:30,8.3819
2021-12-22 11:21:31,8.1463
2021-12-22 11:21:32,7.8602
2021-12-22 11:21:33,7.7419
2021-12-22 11:21:34,7.7274
2021-12-22 11:21:35,7.7543
2021-12-22 11:21:36,7.8146
2021-12-22 11:21:37,7.8311
2021-12-22 11:21:38,7.8311
2021-12-22 11:21:39,7.9288
2021-12-22 11:21:40,7.9443
2021-12-22 11:21:41,7.9148
2021-12-22 11:21:42,7.7095
2021-12-22 11:21:43,7.5558
2021-12-22 11:21:44,7.3788
2021-12-22 11:21:45,7.1376
2021-12-22 11:21:46,7.0614
2021-12-22 11:21:47,7.0614
2021-12-22 11:21:48,7.0593
2021-12-22 11:21:49,6.9629
2021-12-22 11:21:50,6.7875
2021-12-22 11:21:51,6.6426
2021-12-22 11:21:52,6.5948
2021-12-22 11:21:53,6.5924
2021-12-22 11:21:54,6.7524
2021-12-22 11:21:55,6.8553
2021-12-22 11:21:56,6.8385
2021-12-22 11:21:57,6.8428
2021-12-22 11:21:58,6.8094
2021-12-22 11:21:59,6.8795
2021-12-22 11:22:00,6.9018
2021-12-22 11:22:01,6.8433
2021-12-22 11:22:02,6.6937
2021-12-22 11:22:03,6.5472
2021-12-22 11:22:04,6.4467
2021-12-22 11:22:05,6.3291
2021-12-22 11:22:06,6.19
2021-12-22 11:22:07,6.0871
2021-12-22 11:22:08,5.9733
2021-12-22 11:22:09,5.8891
2021-12-22 11:22:10,5.7951
2021-12-22 11:22:11,5.7119
2021-12-22 11:22:12,5.6865
2021-12-22 11:22:13,5.644
2021-12-22 11:22:14,5.5882
2021-12-22 11:22:15,5.532
2021-12-22 11:22:16,5.4811
2021-12-22 11:22:17,5.4359
2021-12-22 11:22:18,5.4087
2021-12-22 11:22:19,5.3751
2021-12-22 11:22:20,5.3392
2021-12-22 11:22:21,5.3069
2021-12-22 11:22:22,5.3037
2021-12-22 11:22:23,5.314
2021-12-22 11:22:24,5.2852
2021-12-22 11:22:25,5.3347
2021-12-22 11:22:26,5.3105
2021-12-22 11:22:27,5.2836
2021-12-22 11:22:28,5.2565
2021-12-22 11:22:29,5.232
2021-12-22 11:22:30,5.2069
2021-12-22 11:22:31,5.182
2021-12-22 11:22:32,5.1637
2021-12-22 11:22:33,5.1466
2021-12-22 11:22:34,5.1339
2021-12-22 11:22:35,5.1211
2021-12-22 11:22:36,5.1938
2021-12-22 11:22:37,5.3349
2021-12-22 11:22:38,5.4546
2021-12-22 11:22:39,5.4177
2021-12-22 11:22:40,5.3777
2021-12-22 11:22:41,5.3416
2021-12-22 11:22:42,5.3089
2021-12-22 11:22:43,5.281
2021-12-22 11:22:44,5.2701
2021-12-22 11:22:45,5.2443
2021-12-22 11:22:46,5.2209
2021-12-22 11:22:47,5.1998
2021-12-22 11:22:48,5.2227
2021-12-22 11:22:49,5.2566
2021-12-22 11:22:50,5.2897
2021-12-22 11:22:51,5.3271
2021-12-22 11:22:52,5.375
2021-12-22 11:22:53,5.4943
2021-12-22 11:22:54,5.5902
2021-12-22 11:22:55,5.7633
2021-12-22 11:22:56,5.8752
2021-12-22 11:22:57,5.9032
2021-12-22 11:22:58,5.9502
2021-12-22 11:22:59,6.0034
2021-12-22 11:23:00,5.982
