时间,炉排实际运行指令
2021-12-22 12:18:31,40.0
2021-12-22 12:18:32,40.0
2021-12-22 12:18:33,40.0
2021-12-22 12:18:34,40.0
2021-12-22 12:18:35,40.0
2021-12-22 12:18:36,40.0
2021-12-22 12:18:37,40.0
2021-12-22 12:18:38,40.0
2021-12-22 12:18:39,40.0
2021-12-22 12:18:40,40.0
2021-12-22 12:18:41,40.0
2021-12-22 12:18:42,40.0
2021-12-22 12:18:43,40.0
2021-12-22 12:18:44,40.0
2021-12-22 12:18:45,40.0
2021-12-22 12:18:46,40.0
2021-12-22 12:18:47,40.0
2021-12-22 12:18:48,40.0
2021-12-22 12:18:49,40.0
2021-12-22 12:18:50,40.0
2021-12-22 12:18:51,40.0
2021-12-22 12:18:52,40.0
2021-12-22 12:18:53,40.0
2021-12-22 12:18:54,40.0
2021-12-22 12:18:55,40.0
2021-12-22 12:18:56,40.0
2021-12-22 12:18:57,40.0
2021-12-22 12:18:58,40.0
2021-12-22 12:18:59,40.0
2021-12-22 12:19:00,40.0
2021-12-22 12:19:01,40.0
2021-12-22 12:19:02,40.0
2021-12-22 12:19:03,40.0
2021-12-22 12:19:04,40.0
2021-12-22 12:19:05,40.0
2021-12-22 12:19:06,40.0
2021-12-22 12:19:07,40.0
2021-12-22 12:19:08,40.0
2021-12-22 12:19:09,40.0
2021-12-22 12:19:10,40.0
2021-12-22 12:19:11,40.0
2021-12-22 12:19:12,40.0
2021-12-22 12:19:13,40.0
2021-12-22 12:19:14,40.0
2021-12-22 12:19:15,40.0
2021-12-22 12:19:16,40.0
2021-12-22 12:19:17,40.0
2021-12-22 12:19:18,40.0
2021-12-22 12:19:19,40.0
2021-12-22 12:19:20,40.0
2021-12-22 12:19:21,40.0
2021-12-22 12:19:22,40.0
2021-12-22 12:19:23,40.0
2021-12-22 12:19:24,40.0
2021-12-22 12:19:25,40.0
2021-12-22 12:19:26,40.0
2021-12-22 12:19:27,40.0
2021-12-22 12:19:28,40.0
2021-12-22 12:19:29,40.0
2021-12-22 12:19:30,40.0
2021-12-22 12:19:31,40.0
2021-12-22 12:19:32,40.0
2021-12-22 12:19:33,40.0
2021-12-22 12:19:34,40.0
2021-12-22 12:19:35,40.0
2021-12-22 12:19:36,40.0
2021-12-22 12:19:37,40.0
2021-12-22 12:19:38,40.0
2021-12-22 12:19:39,40.0
2021-12-22 12:19:40,40.0
2021-12-22 12:19:41,40.0
2021-12-22 12:19:42,40.0
2021-12-22 12:19:43,40.0
2021-12-22 12:19:44,40.0
2021-12-22 12:19:45,40.0
2021-12-22 12:19:46,40.0
2021-12-22 12:19:47,40.0
2021-12-22 12:19:48,40.0
2021-12-22 12:19:49,40.0
2021-12-22 12:19:50,40.0
2021-12-22 12:19:51,40.0
2021-12-22 12:19:52,40.0
2021-12-22 12:19:53,40.0
2021-12-22 12:19:54,40.0
2021-12-22 12:19:55,40.0
2021-12-22 12:19:56,40.0
2021-12-22 12:19:57,40.0
2021-12-22 12:19:58,40.0
2021-12-22 12:19:59,40.0
2021-12-22 12:20:00,40.0
2021-12-22 12:20:01,40.0
2021-12-22 12:20:02,40.0
2021-12-22 12:20:03,40.0
2021-12-22 12:20:04,40.0
2021-12-22 12:20:05,40.0
2021-12-22 12:20:06,40.0
2021-12-22 12:20:07,40.0
2021-12-22 12:20:08,40.0
2021-12-22 12:20:09,40.0
2021-12-22 12:20:10,40.0
2021-12-22 12:20:11,40.0
2021-12-22 12:20:12,40.0
2021-12-22 12:20:13,40.0
2021-12-22 12:20:14,40.0
2021-12-22 12:20:15,40.0
2021-12-22 12:20:16,40.0
2021-12-22 12:20:17,40.0
2021-12-22 12:20:18,40.0
2021-12-22 12:20:19,40.0
2021-12-22 12:20:20,40.0
2021-12-22 12:20:21,40.0
2021-12-22 12:20:22,40.0
2021-12-22 12:20:23,40.0
2021-12-22 12:20:24,40.0
2021-12-22 12:20:25,40.0
2021-12-22 12:20:26,40.0
2021-12-22 12:20:27,40.0
2021-12-22 12:20:28,40.0
2021-12-22 12:20:29,40.0
2021-12-22 12:20:30,40.0
2021-12-22 12:20:31,40.0
2021-12-22 12:20:32,40.0
2021-12-22 12:20:33,40.0
2021-12-22 12:20:34,40.0
2021-12-22 12:20:35,40.0
2021-12-22 12:20:36,40.0
2021-12-22 12:20:37,40.0
2021-12-22 12:20:38,40.0
2021-12-22 12:20:39,40.0
2021-12-22 12:20:40,40.0
2021-12-22 12:20:41,40.0
2021-12-22 12:20:42,40.0
2021-12-22 12:20:43,40.0
2021-12-22 12:20:44,40.0
2021-12-22 12:20:45,40.0
2021-12-22 12:20:46,40.0
2021-12-22 12:20:47,40.0
2021-12-22 12:20:48,40.0
2021-12-22 12:20:49,40.0
2021-12-22 12:20:50,40.0
2021-12-22 12:20:51,40.0
2021-12-22 12:20:52,40.0
2021-12-22 12:20:53,40.0
2021-12-22 12:20:54,40.0
2021-12-22 12:20:55,40.0
2021-12-22 12:20:56,40.0
2021-12-22 12:20:57,40.0
2021-12-22 12:20:58,40.0
2021-12-22 12:20:59,40.0
2021-12-22 12:21:00,40.0
2021-12-22 12:21:01,40.0
2021-12-22 12:21:02,40.0
2021-12-22 12:21:03,40.0
2021-12-22 12:21:04,40.0
2021-12-22 12:21:05,40.0
2021-12-22 12:21:06,40.0
2021-12-22 12:21:07,40.0
2021-12-22 12:21:08,40.0
2021-12-22 12:21:09,40.0
2021-12-22 12:21:10,40.0
2021-12-22 12:21:11,40.0
2021-12-22 12:21:12,40.0
2021-12-22 12:21:13,40.0
2021-12-22 12:21:14,40.0
2021-12-22 12:21:15,40.0
2021-12-22 12:21:16,40.0
2021-12-22 12:21:17,40.0
2021-12-22 12:21:18,40.0
2021-12-22 12:21:19,40.0
2021-12-22 12:21:20,40.0
2021-12-22 12:21:21,40.0
2021-12-22 12:21:22,40.0
2021-12-22 12:21:23,40.0
2021-12-22 12:21:24,40.0
2021-12-22 12:21:25,40.0
2021-12-22 12:21:26,40.0
2021-12-22 12:21:27,40.0
2021-12-22 12:21:28,40.0
2021-12-22 12:21:29,40.0
2021-12-22 12:21:30,40.0
2021-12-22 12:21:31,40.0
2021-12-22 12:21:32,40.0
2021-12-22 12:21:33,40.0
2021-12-22 12:21:34,40.0
2021-12-22 12:21:35,40.0
2021-12-22 12:21:36,40.0
2021-12-22 12:21:37,40.0
2021-12-22 12:21:38,40.0
2021-12-22 12:21:39,40.0
2021-12-22 12:21:40,40.0
2021-12-22 12:21:41,40.0
2021-12-22 12:21:42,40.0
2021-12-22 12:21:43,40.0
2021-12-22 12:21:44,40.0
2021-12-22 12:21:45,40.0
2021-12-22 12:21:46,40.0
2021-12-22 12:21:47,40.0
2021-12-22 12:21:48,40.0
2021-12-22 12:21:49,40.0
2021-12-22 12:21:50,40.0
2021-12-22 12:21:51,40.0
2021-12-22 12:21:52,40.0
2021-12-22 12:21:53,40.0
2021-12-22 12:21:54,40.0
2021-12-22 12:21:55,40.0
2021-12-22 12:21:56,40.0
2021-12-22 12:21:57,40.0
2021-12-22 12:21:58,40.0
2021-12-22 12:21:59,40.0
2021-12-22 12:22:00,40.0
2021-12-22 12:22:01,40.0
2021-12-22 12:22:02,40.0
2021-12-22 12:22:03,40.0
2021-12-22 12:22:04,40.0
2021-12-22 12:22:05,40.0
2021-12-22 12:22:06,40.0
2021-12-22 12:22:07,40.0
2021-12-22 12:22:08,40.0
2021-12-22 12:22:09,40.0
2021-12-22 12:22:10,40.0
2021-12-22 12:22:11,40.0
2021-12-22 12:22:12,40.0
2021-12-22 12:22:13,40.0
2021-12-22 12:22:14,40.0
2021-12-22 12:22:15,40.0
2021-12-22 12:22:16,40.0
2021-12-22 12:22:17,40.0
2021-12-22 12:22:18,40.0
2021-12-22 12:22:19,40.0
2021-12-22 12:22:20,40.0
2021-12-22 12:22:21,40.0
2021-12-22 12:22:22,40.0
2021-12-22 12:22:23,40.0
2021-12-22 12:22:24,40.0
2021-12-22 12:22:25,40.0
2021-12-22 12:22:26,40.0
2021-12-22 12:22:27,40.0
2021-12-22 12:22:28,40.0
2021-12-22 12:22:29,40.0
2021-12-22 12:22:30,40.0
2021-12-22 12:22:31,40.0
2021-12-22 12:22:32,40.0
2021-12-22 12:22:33,40.0
2021-12-22 12:22:34,40.0
2021-12-22 12:22:35,40.0
2021-12-22 12:22:36,40.0
2021-12-22 12:22:37,40.0
2021-12-22 12:22:38,40.0
2021-12-22 12:22:39,40.0
2021-12-22 12:22:40,40.0
2021-12-22 12:22:41,40.0
2021-12-22 12:22:42,40.0
2021-12-22 12:22:43,40.0
2021-12-22 12:22:44,40.0
2021-12-22 12:22:45,40.0
2021-12-22 12:22:46,40.0
2021-12-22 12:22:47,40.0
2021-12-22 12:22:48,40.0
2021-12-22 12:22:49,40.0
2021-12-22 12:22:50,40.0
2021-12-22 12:22:51,40.0
2021-12-22 12:22:52,40.0
2021-12-22 12:22:53,40.0
2021-12-22 12:22:54,40.0
2021-12-22 12:22:55,40.0
2021-12-22 12:22:56,40.0
2021-12-22 12:22:57,40.0
2021-12-22 12:22:58,40.0
2021-12-22 12:22:59,40.0
2021-12-22 12:23:00,40.0
2021-12-22 12:23:01,40.0
2021-12-22 12:23:02,40.0
2021-12-22 12:23:03,40.0
2021-12-22 12:23:04,40.0
2021-12-22 12:23:05,40.0
2021-12-22 12:23:06,40.0
2021-12-22 12:23:07,40.0
2021-12-22 12:23:08,40.0
2021-12-22 12:23:09,40.0
2021-12-22 12:23:10,40.0
2021-12-22 12:23:11,40.0
2021-12-22 12:23:12,40.0
2021-12-22 12:23:13,40.0
2021-12-22 12:23:14,40.0
2021-12-22 12:23:15,40.0
2021-12-22 12:23:16,40.0
2021-12-22 12:23:17,40.0
2021-12-22 12:23:18,40.0
2021-12-22 12:23:19,40.0
2021-12-22 12:23:20,40.0
2021-12-22 12:23:21,40.0
2021-12-22 12:23:22,40.0
2021-12-22 12:23:23,40.0
2021-12-22 12:23:24,40.0
2021-12-22 12:23:25,40.0
2021-12-22 12:23:26,40.0
2021-12-22 12:23:27,40.0
2021-12-22 12:23:28,40.0
2021-12-22 12:23:29,40.0
2021-12-22 12:23:30,40.0
2021-12-22 12:23:31,40.0
2021-12-22 12:23:32,40.0
2021-12-22 12:23:33,40.0
2021-12-22 12:23:34,40.0
2021-12-22 12:23:35,40.0
2021-12-22 12:23:36,40.0
2021-12-22 12:23:37,40.0
2021-12-22 12:23:38,40.0
2021-12-22 12:23:39,40.0
2021-12-22 12:23:40,40.0
2021-12-22 12:23:41,40.0
2021-12-22 12:23:42,40.0
2021-12-22 12:23:43,40.0
2021-12-22 12:23:44,40.0
2021-12-22 12:23:45,40.0
2021-12-22 12:23:46,40.0
2021-12-22 12:23:47,40.0
2021-12-22 12:23:48,40.0
2021-12-22 12:23:49,40.0
2021-12-22 12:23:50,40.0
2021-12-22 12:23:51,40.0
2021-12-22 12:23:52,40.0
2021-12-22 12:23:53,40.0
2021-12-22 12:23:54,40.0
2021-12-22 12:23:55,40.0
2021-12-22 12:23:56,40.0
2021-12-22 12:23:57,40.0
2021-12-22 12:23:58,40.0
2021-12-22 12:23:59,40.0
2021-12-22 12:24:00,40.0
2021-12-22 12:24:01,40.0
2021-12-22 12:24:02,40.0
2021-12-22 12:24:03,40.0
2021-12-22 12:24:04,40.0
2021-12-22 12:24:05,40.0
2021-12-22 12:24:06,40.0
2021-12-22 12:24:07,40.0
2021-12-22 12:24:08,40.0
2021-12-22 12:24:09,40.0
2021-12-22 12:24:10,40.0
2021-12-22 12:24:11,40.0
2021-12-22 12:24:12,40.0
2021-12-22 12:24:13,40.0
2021-12-22 12:24:14,40.0
2021-12-22 12:24:15,40.0
2021-12-22 12:24:16,40.0
2021-12-22 12:24:17,40.0
2021-12-22 12:24:18,40.0
2021-12-22 12:24:19,40.0
2021-12-22 12:24:20,40.0
2021-12-22 12:24:21,40.0
2021-12-22 12:24:22,40.0
2021-12-22 12:24:23,40.0
2021-12-22 12:24:24,40.0
2021-12-22 12:24:25,40.0
2021-12-22 12:24:26,40.0
2021-12-22 12:24:27,40.0
2021-12-22 12:24:28,40.0
2021-12-22 12:24:29,40.0
2021-12-22 12:24:30,40.0
2021-12-22 12:24:31,40.0
2021-12-22 12:24:32,40.0
2021-12-22 12:24:33,40.0
2021-12-22 12:24:34,40.0
2021-12-22 12:24:35,40.0
2021-12-22 12:24:36,40.0
2021-12-22 12:24:37,40.0
2021-12-22 12:24:38,40.0
2021-12-22 12:24:39,40.0
2021-12-22 12:24:40,40.0
2021-12-22 12:24:41,40.0
2021-12-22 12:24:42,40.0
2021-12-22 12:24:43,40.0
2021-12-22 12:24:44,40.0
2021-12-22 12:24:45,40.0
2021-12-22 12:24:46,40.0
2021-12-22 12:24:47,40.0
2021-12-22 12:24:48,40.0
2021-12-22 12:24:49,40.0
2021-12-22 12:24:50,40.0
2021-12-22 12:24:51,40.0
2021-12-22 12:24:52,40.0
2021-12-22 12:24:53,40.0
2021-12-22 12:24:54,40.0
2021-12-22 12:24:55,40.0
2021-12-22 12:24:56,40.0
2021-12-22 12:24:57,40.0
2021-12-22 12:24:58,40.0
2021-12-22 12:24:59,40.0
2021-12-22 12:25:00,40.0
2021-12-22 12:25:01,40.0
2021-12-22 12:25:02,40.0
2021-12-22 12:25:03,40.0
2021-12-22 12:25:04,40.0
2021-12-22 12:25:05,40.0
2021-12-22 12:25:06,40.0
2021-12-22 12:25:07,40.0
2021-12-22 12:25:08,40.0
2021-12-22 12:25:09,40.0
2021-12-22 12:25:10,40.0
2021-12-22 12:25:11,40.0
2021-12-22 12:25:12,40.0
2021-12-22 12:25:13,40.0
2021-12-22 12:25:14,40.0
2021-12-22 12:25:15,40.0
2021-12-22 12:25:16,40.0
2021-12-22 12:25:17,40.0
2021-12-22 12:25:18,40.0
2021-12-22 12:25:19,40.0
2021-12-22 12:25:20,40.0
2021-12-22 12:25:21,40.0
2021-12-22 12:25:22,40.0
2021-12-22 12:25:23,40.0
2021-12-22 12:25:24,40.0
2021-12-22 12:25:25,40.0
2021-12-22 12:25:26,40.0
2021-12-22 12:25:27,40.0
2021-12-22 12:25:28,40.0
2021-12-22 12:25:29,40.0
2021-12-22 12:25:30,40.0
2021-12-22 12:25:31,40.0
2021-12-22 12:25:32,40.0
2021-12-22 12:25:33,40.0
2021-12-22 12:25:34,40.0
2021-12-22 12:25:35,40.0
2021-12-22 12:25:36,40.0
2021-12-22 12:25:37,40.0
2021-12-22 12:25:38,40.0
2021-12-22 12:25:39,40.0
2021-12-22 12:25:40,40.0
2021-12-22 12:25:41,40.0
2021-12-22 12:25:42,40.0
2021-12-22 12:25:43,40.0
2021-12-22 12:25:44,40.0
2021-12-22 12:25:45,40.0
2021-12-22 12:25:46,40.0
2021-12-22 12:25:47,40.0
2021-12-22 12:25:48,40.0
2021-12-22 12:25:49,40.0
2021-12-22 12:25:50,40.0
2021-12-22 12:25:51,40.0
2021-12-22 12:25:52,40.0
2021-12-22 12:25:53,40.0
2021-12-22 12:25:54,40.0
2021-12-22 12:25:55,40.0
2021-12-22 12:25:56,40.0
2021-12-22 12:25:57,40.0
2021-12-22 12:25:58,40.0
2021-12-22 12:25:59,40.0
2021-12-22 12:26:00,40.0
2021-12-22 12:26:01,40.0
2021-12-22 12:26:02,40.0
2021-12-22 12:26:03,40.0
2021-12-22 12:26:04,40.0
2021-12-22 12:26:05,40.0
2021-12-22 12:26:06,40.0
2021-12-22 12:26:07,40.0
2021-12-22 12:26:08,40.0
2021-12-22 12:26:09,40.0
2021-12-22 12:26:10,40.0
2021-12-22 12:26:11,40.0
2021-12-22 12:26:12,40.0
2021-12-22 12:26:13,40.0
2021-12-22 12:26:14,40.0
2021-12-22 12:26:15,40.0
2021-12-22 12:26:16,40.0
2021-12-22 12:26:17,40.0
2021-12-22 12:26:18,40.0
2021-12-22 12:26:19,40.0
2021-12-22 12:26:20,40.0
2021-12-22 12:26:21,40.0
2021-12-22 12:26:22,40.0
2021-12-22 12:26:23,40.0
2021-12-22 12:26:24,40.0
2021-12-22 12:26:25,40.0
2021-12-22 12:26:26,40.0
2021-12-22 12:26:27,40.0
2021-12-22 12:26:28,40.0
2021-12-22 12:26:29,40.0
2021-12-22 12:26:30,40.0
2021-12-22 12:26:31,40.0
2021-12-22 12:26:32,40.0
2021-12-22 12:26:33,40.0
2021-12-22 12:26:34,40.0
2021-12-22 12:26:35,40.0
2021-12-22 12:26:36,40.0
2021-12-22 12:26:37,40.0
2021-12-22 12:26:38,40.0
2021-12-22 12:26:39,40.0
2021-12-22 12:26:40,40.0
2021-12-22 12:26:41,40.0
2021-12-22 12:26:42,40.0
2021-12-22 12:26:43,40.0
2021-12-22 12:26:44,40.0
2021-12-22 12:26:45,40.0
2021-12-22 12:26:46,40.0
2021-12-22 12:26:47,40.0
2021-12-22 12:26:48,40.0
2021-12-22 12:26:49,40.0
2021-12-22 12:26:50,40.0
2021-12-22 12:26:51,40.0
2021-12-22 12:26:52,40.0
2021-12-22 12:26:53,40.0
2021-12-22 12:26:54,40.0
2021-12-22 12:26:55,40.0
2021-12-22 12:26:56,40.0
2021-12-22 12:26:57,40.0
2021-12-22 12:26:58,40.0
2021-12-22 12:26:59,40.0
2021-12-22 12:27:00,40.0
2021-12-22 12:27:01,40.0
2021-12-22 12:27:02,40.0
2021-12-22 12:27:03,40.0
2021-12-22 12:27:04,40.0
2021-12-22 12:27:05,40.0
2021-12-22 12:27:06,40.0
2021-12-22 12:27:07,40.0
2021-12-22 12:27:08,40.0
2021-12-22 12:27:09,40.0
2021-12-22 12:27:10,40.0
2021-12-22 12:27:11,40.0
2021-12-22 12:27:12,40.0
2021-12-22 12:27:13,40.0
2021-12-22 12:27:14,40.0
2021-12-22 12:27:15,40.0
2021-12-22 12:27:16,40.0
2021-12-22 12:27:17,40.0
2021-12-22 12:27:18,40.0
2021-12-22 12:27:19,40.0
2021-12-22 12:27:20,40.0
2021-12-22 12:27:21,40.0
2021-12-22 12:27:22,40.0
2021-12-22 12:27:23,40.0
2021-12-22 12:27:24,40.0
2021-12-22 12:27:25,40.0
2021-12-22 12:27:26,40.0
2021-12-22 12:27:27,40.0
2021-12-22 12:27:28,40.0
2021-12-22 12:27:29,40.0
2021-12-22 12:27:30,40.0
2021-12-22 12:27:31,40.0
2021-12-22 12:27:32,40.0
2021-12-22 12:27:33,40.0
2021-12-22 12:27:34,40.0
2021-12-22 12:27:35,40.0
2021-12-22 12:27:36,40.0
2021-12-22 12:27:37,40.0
2021-12-22 12:27:38,40.0
2021-12-22 12:27:39,40.0
2021-12-22 12:27:40,40.0
2021-12-22 12:27:41,40.0
2021-12-22 12:27:42,40.0
2021-12-22 12:27:43,40.0
2021-12-22 12:27:44,40.0
2021-12-22 12:27:45,40.0
2021-12-22 12:27:46,40.0
2021-12-22 12:27:47,40.0
2021-12-22 12:27:48,40.0
2021-12-22 12:27:49,40.0
2021-12-22 12:27:50,40.0
2021-12-22 12:27:51,40.0
2021-12-22 12:27:52,40.0
2021-12-22 12:27:53,40.0
2021-12-22 12:27:54,40.0
2021-12-22 12:27:55,40.0
2021-12-22 12:27:56,40.0
2021-12-22 12:27:57,40.0
2021-12-22 12:27:58,40.0
2021-12-22 12:27:59,40.0
2021-12-22 12:28:00,40.0
2021-12-22 12:28:01,40.0
2021-12-22 12:28:02,40.0
2021-12-22 12:28:03,40.0
2021-12-22 12:28:04,40.0
2021-12-22 12:28:05,40.0
2021-12-22 12:28:06,40.0
2021-12-22 12:28:07,40.0
2021-12-22 12:28:08,40.0
2021-12-22 12:28:09,40.0
2021-12-22 12:28:10,40.0
2021-12-22 12:28:11,40.0
2021-12-22 12:28:12,40.0
2021-12-22 12:28:13,40.0
2021-12-22 12:28:14,40.0
2021-12-22 12:28:15,40.0
2021-12-22 12:28:16,40.0
2021-12-22 12:28:17,40.0
2021-12-22 12:28:18,40.0
2021-12-22 12:28:19,40.0
2021-12-22 12:28:20,40.0
2021-12-22 12:28:21,40.0
2021-12-22 12:28:22,40.0
2021-12-22 12:28:23,40.0
2021-12-22 12:28:24,40.0
2021-12-22 12:28:25,40.0
2021-12-22 12:28:26,40.0
2021-12-22 12:28:27,40.0
2021-12-22 12:28:28,40.0
2021-12-22 12:28:29,40.0
2021-12-22 12:28:30,40.0
2021-12-22 12:28:31,40.0
2021-12-22 12:28:32,40.0
2021-12-22 12:28:33,40.0
2021-12-22 12:28:34,40.0
2021-12-22 12:28:35,40.0
2021-12-22 12:28:36,40.0
2021-12-22 12:28:37,40.0
2021-12-22 12:28:38,40.0
2021-12-22 12:28:39,40.0
2021-12-22 12:28:40,40.0
2021-12-22 12:28:41,40.0
2021-12-22 12:28:42,40.0
2021-12-22 12:28:43,40.0
2021-12-22 12:28:44,40.0
2021-12-22 12:28:45,40.0
2021-12-22 12:28:46,40.0
2021-12-22 12:28:47,40.0
2021-12-22 12:28:48,40.0
2021-12-22 12:28:49,40.0
2021-12-22 12:28:50,40.0
2021-12-22 12:28:51,40.0
2021-12-22 12:28:52,40.0
2021-12-22 12:28:53,40.0
2021-12-22 12:28:54,40.0
2021-12-22 12:28:55,40.0
2021-12-22 12:28:56,40.0
2021-12-22 12:28:57,40.0
2021-12-22 12:28:58,40.0
2021-12-22 12:28:59,40.0
2021-12-22 12:29:00,40.0
2021-12-22 12:29:01,40.0
2021-12-22 12:29:02,40.0
2021-12-22 12:29:03,40.0
2021-12-22 12:29:04,40.0
2021-12-22 12:29:05,40.0
2021-12-22 12:29:06,40.0
2021-12-22 12:29:07,40.0
2021-12-22 12:29:08,40.0
2021-12-22 12:29:09,40.0
2021-12-22 12:29:10,40.0
2021-12-22 12:29:11,40.0
2021-12-22 12:29:12,40.0
2021-12-22 12:29:13,40.0
2021-12-22 12:29:14,40.0
2021-12-22 12:29:15,40.0
2021-12-22 12:29:16,40.0
2021-12-22 12:29:17,40.0
2021-12-22 12:29:18,40.0
2021-12-22 12:29:19,40.0
2021-12-22 12:29:20,40.0
2021-12-22 12:29:21,40.0
2021-12-22 12:29:22,40.0
2021-12-22 12:29:23,40.0
2021-12-22 12:29:24,40.0
2021-12-22 12:29:25,40.0
2021-12-22 12:29:26,40.0
2021-12-22 12:29:27,40.0
2021-12-22 12:29:28,40.0
2021-12-22 12:29:29,40.0
2021-12-22 12:29:30,40.0
2021-12-22 12:29:31,40.0
2021-12-22 12:29:32,40.0
2021-12-22 12:29:33,40.0
2021-12-22 12:29:34,40.0
2021-12-22 12:29:35,40.0
2021-12-22 12:29:36,40.0
2021-12-22 12:29:37,40.0
2021-12-22 12:29:38,40.0
2021-12-22 12:29:39,40.0
2021-12-22 12:29:40,40.0
2021-12-22 12:29:41,40.0
2021-12-22 12:29:42,40.0
2021-12-22 12:29:43,40.0
2021-12-22 12:29:44,40.0
2021-12-22 12:29:45,40.0
2021-12-22 12:29:46,40.0
2021-12-22 12:29:47,40.0
2021-12-22 12:29:48,40.0
2021-12-22 12:29:49,40.0
2021-12-22 12:29:50,40.0
2021-12-22 12:29:51,40.0
2021-12-22 12:29:52,40.0
2021-12-22 12:29:53,40.0
2021-12-22 12:29:54,40.0
2021-12-22 12:29:55,40.0
2021-12-22 12:29:56,40.0
2021-12-22 12:29:57,40.0
2021-12-22 12:29:58,40.0
2021-12-22 12:29:59,40.0
2021-12-22 12:30:00,40.0
2021-12-22 12:30:01,40.0
2021-12-22 12:30:02,40.0
2021-12-22 12:30:03,40.0
2021-12-22 12:30:04,40.0
2021-12-22 12:30:05,40.0
2021-12-22 12:30:06,40.0
2021-12-22 12:30:07,40.0
2021-12-22 12:30:08,40.0
2021-12-22 12:30:09,40.0
2021-12-22 12:30:10,40.0
2021-12-22 12:30:11,40.0
2021-12-22 12:30:12,40.0
2021-12-22 12:30:13,40.0
2021-12-22 12:30:14,40.0
2021-12-22 12:30:15,40.0
2021-12-22 12:30:16,40.0
2021-12-22 12:30:17,40.0
2021-12-22 12:30:18,40.0
2021-12-22 12:30:19,40.0
2021-12-22 12:30:20,40.0
2021-12-22 12:30:21,40.0
2021-12-22 12:30:22,40.0
2021-12-22 12:30:23,40.0
2021-12-22 12:30:24,40.0
2021-12-22 12:30:25,40.0
2021-12-22 12:30:26,40.0
2021-12-22 12:30:27,40.0
2021-12-22 12:30:28,40.0
2021-12-22 12:30:29,40.0
2021-12-22 12:30:30,40.0
2021-12-22 12:30:31,40.0
2021-12-22 12:30:32,40.0
2021-12-22 12:30:33,40.0
2021-12-22 12:30:34,40.0
2021-12-22 12:30:35,40.0
2021-12-22 12:30:36,40.0
2021-12-22 12:30:37,40.0
2021-12-22 12:30:38,40.0
2021-12-22 12:30:39,40.0
2021-12-22 12:30:40,40.0
2021-12-22 12:30:41,40.0
2021-12-22 12:30:42,40.0
2021-12-22 12:30:43,40.0
2021-12-22 12:30:44,40.0
2021-12-22 12:30:45,40.0
2021-12-22 12:30:46,40.0
2021-12-22 12:30:47,40.0
2021-12-22 12:30:48,40.0
2021-12-22 12:30:49,40.0
2021-12-22 12:30:50,40.0
2021-12-22 12:30:51,40.0
2021-12-22 12:30:52,40.0
2021-12-22 12:30:53,40.0
2021-12-22 12:30:54,40.0
2021-12-22 12:30:55,40.0
2021-12-22 12:30:56,40.0
2021-12-22 12:30:57,40.0
2021-12-22 12:30:58,40.0
2021-12-22 12:30:59,40.0
2021-12-22 12:31:00,40.0
2021-12-22 12:31:01,40.0
2021-12-22 12:31:02,40.0
2021-12-22 12:31:03,40.0
2021-12-22 12:31:04,40.0
2021-12-22 12:31:05,40.0
2021-12-22 12:31:06,40.0
2021-12-22 12:31:07,40.0
2021-12-22 12:31:08,40.0
2021-12-22 12:31:09,40.0
2021-12-22 12:31:10,40.0
2021-12-22 12:31:11,40.0
2021-12-22 12:31:12,40.0
2021-12-22 12:31:13,40.0
2021-12-22 12:31:14,40.0
2021-12-22 12:31:15,40.0
2021-12-22 12:31:16,40.0
2021-12-22 12:31:17,40.0
2021-12-22 12:31:18,40.0
2021-12-22 12:31:19,40.0
2021-12-22 12:31:20,40.0
2021-12-22 12:31:21,40.0
2021-12-22 12:31:22,40.0
2021-12-22 12:31:23,40.0
2021-12-22 12:31:24,40.0
2021-12-22 12:31:25,40.0
2021-12-22 12:31:26,40.0
2021-12-22 12:31:27,40.0
2021-12-22 12:31:28,40.0
2021-12-22 12:31:29,40.0
2021-12-22 12:31:30,40.0
2021-12-22 12:31:31,40.0
2021-12-22 12:31:32,40.0
2021-12-22 12:31:33,40.0
2021-12-22 12:31:34,40.0
2021-12-22 12:31:35,40.0
2021-12-22 12:31:36,40.0
2021-12-22 12:31:37,40.0
2021-12-22 12:31:38,40.0
2021-12-22 12:31:39,40.0
2021-12-22 12:31:40,40.0
2021-12-22 12:31:41,40.0
2021-12-22 12:31:42,40.0
2021-12-22 12:31:43,40.0
2021-12-22 12:31:44,40.0
2021-12-22 12:31:45,40.0
2021-12-22 12:31:46,40.0
2021-12-22 12:31:47,40.0
2021-12-22 12:31:48,40.0
2021-12-22 12:31:49,40.0
2021-12-22 12:31:50,40.0
2021-12-22 12:31:51,40.0
2021-12-22 12:31:52,40.0
2021-12-22 12:31:53,40.0
2021-12-22 12:31:54,40.0
2021-12-22 12:31:55,40.0
2021-12-22 12:31:56,40.0
2021-12-22 12:31:57,40.0
2021-12-22 12:31:58,40.0
2021-12-22 12:31:59,40.0
2021-12-22 12:32:00,40.0
2021-12-22 12:32:01,40.0
2021-12-22 12:32:02,40.0
2021-12-22 12:32:03,40.0
2021-12-22 12:32:04,40.0
2021-12-22 12:32:05,40.0
2021-12-22 12:32:06,40.0
2021-12-22 12:32:07,40.0
2021-12-22 12:32:08,40.0
2021-12-22 12:32:09,40.0
2021-12-22 12:32:10,40.0
2021-12-22 12:32:11,40.0
2021-12-22 12:32:12,40.0
