时间,主蒸汽流量
2021-12-22 11:42:24,50.2784
2021-12-22 11:42:25,50.4005
2021-12-22 11:42:26,50.2728
2021-12-22 11:42:27,50.2923
2021-12-22 11:42:28,50.465
2021-12-22 11:42:29,50.1263
2021-12-22 11:42:30,50.2689
2021-12-22 11:42:31,50.2398
2021-12-22 11:42:32,50.2743
2021-12-22 11:42:33,50.2331
2021-12-22 11:42:34,50.3363
2021-12-22 11:42:35,50.0768
2021-12-22 11:42:36,50.3825
2021-12-22 11:42:37,50.1855
2021-12-22 11:42:38,50.2067
2021-12-22 11:42:39,50.5467
2021-12-22 11:42:40,50.2598
2021-12-22 11:42:41,50.5417
2021-12-22 11:42:42,50.1753
2021-12-22 11:42:43,50.3073
2021-12-22 11:42:44,50.2837
2021-12-22 11:42:45,50.4159
2021-12-22 11:42:46,50.1516
2021-12-22 11:42:47,50.4315
2021-12-22 11:42:48,50.4795
2021-12-22 11:42:49,50.5846
2021-12-22 11:42:50,50.2177
2021-12-22 11:42:51,50.0195
2021-12-22 11:42:52,50.1789
2021-12-22 11:42:53,50.0924
2021-12-22 11:42:54,50.1575
2021-12-22 11:42:55,50.3667
2021-12-22 11:42:56,50.2275
2021-12-22 11:42:57,50.3304
2021-12-22 11:42:58,50.3371
2021-12-22 11:42:59,50.3348
2021-12-22 11:43:00,50.2084
2021-12-22 11:43:01,50.3908
2021-12-22 11:43:02,50.4477
2021-12-22 11:43:03,50.2263
2021-12-22 11:43:04,50.2593
2021-12-22 11:43:05,50.2985
2021-12-22 11:43:06,50.4205
2021-12-22 11:43:07,50.3148
2021-12-22 11:43:08,50.2061
2021-12-22 11:43:09,50.2223
2021-12-22 11:43:10,50.6656
2021-12-22 11:43:11,50.2525
2021-12-22 11:43:12,50.5405
2021-12-22 11:43:13,50.3226
2021-12-22 11:43:14,50.2401
2021-12-22 11:43:15,50.3997
2021-12-22 11:43:16,50.2877
2021-12-22 11:43:17,50.5198
2021-12-22 11:43:18,50.3566
2021-12-22 11:43:19,50.3163
2021-12-22 11:43:20,50.4036
2021-12-22 11:43:21,50.435
2021-12-22 11:43:22,50.3729
2021-12-22 11:43:23,50.3689
2021-12-22 11:43:24,50.3689
2021-12-22 11:43:25,50.4344
2021-12-22 11:43:26,50.4662
2021-12-22 11:43:27,50.4423
2021-12-22 11:43:28,50.6239
2021-12-22 11:43:29,50.3309
2021-12-22 11:43:30,50.2196
2021-12-22 11:43:31,50.4524
2021-12-22 11:43:32,50.4334
2021-12-22 11:43:33,50.5123
2021-12-22 11:43:34,50.4311
2021-12-22 11:43:35,50.1784
2021-12-22 11:43:36,50.5615
2021-12-22 11:43:37,50.4276
2021-12-22 11:43:38,50.4787
2021-12-22 11:43:39,50.3923
2021-12-22 11:43:40,50.3816
2021-12-22 11:43:41,50.4495
2021-12-22 11:43:42,50.4507
2021-12-22 11:43:43,50.4283
2021-12-22 11:43:44,50.5342
2021-12-22 11:43:45,50.4401
2021-12-22 11:43:46,50.673
2021-12-22 11:43:47,50.4479
2021-12-22 11:43:48,50.5303
2021-12-22 11:43:49,50.4036
2021-12-22 11:43:50,50.4064
2021-12-22 11:43:51,50.3811
2021-12-22 11:43:52,50.4788
2021-12-22 11:43:53,50.4552
2021-12-22 11:43:54,50.3839
2021-12-22 11:43:55,50.5186
2021-12-22 11:43:56,50.5098
2021-12-22 11:43:57,50.4322
2021-12-22 11:43:58,50.6011
2021-12-22 11:43:59,50.5899
2021-12-22 11:44:00,50.4075
2021-12-22 11:44:01,50.4867
2021-12-22 11:44:02,50.3883
2021-12-22 11:44:03,50.6888
2021-12-22 11:44:04,50.4125
2021-12-22 11:44:05,50.547
2021-12-22 11:44:06,50.7839
2021-12-22 11:44:07,50.548
2021-12-22 11:44:08,50.4604
2021-12-22 11:44:09,50.4604
2021-12-22 11:44:10,50.6789
2021-12-22 11:44:11,50.6295
2021-12-22 11:44:12,50.5985
2021-12-22 11:44:13,50.635
2021-12-22 11:44:14,50.6058
2021-12-22 11:44:15,50.5683
2021-12-22 11:44:16,50.6459
2021-12-22 11:44:17,50.3908
2021-12-22 11:44:18,50.6987
2021-12-22 11:44:19,50.5711
2021-12-22 11:44:20,50.5689
2021-12-22 11:44:21,50.6229
2021-12-22 11:44:22,50.4308
2021-12-22 11:44:23,50.5673
2021-12-22 11:44:24,50.3341
2021-12-22 11:44:25,50.5341
2021-12-22 11:44:26,50.5718
2021-12-22 11:44:27,50.7147
2021-12-22 11:44:28,50.4969
2021-12-22 11:44:29,50.5961
2021-12-22 11:44:30,50.5228
2021-12-22 11:44:31,50.5821
2021-12-22 11:44:32,50.6958
2021-12-22 11:44:33,50.6046
2021-12-22 11:44:34,50.5877
2021-12-22 11:44:35,50.5742
2021-12-22 11:44:36,50.6848
2021-12-22 11:44:37,50.6126
2021-12-22 11:44:38,50.7984
2021-12-22 11:44:39,50.8064
2021-12-22 11:44:40,51.0279
2021-12-22 11:44:41,50.6556
2021-12-22 11:44:42,50.5868
2021-12-22 11:44:43,50.6058
2021-12-22 11:44:44,50.6594
2021-12-22 11:44:45,50.7029
2021-12-22 11:44:46,50.7165
2021-12-22 11:44:47,50.8196
2021-12-22 11:44:48,50.7572
2021-12-22 11:44:49,50.885
2021-12-22 11:44:50,50.885
2021-12-22 11:44:51,50.6664
2021-12-22 11:44:52,50.9111
2021-12-22 11:44:53,50.7229
2021-12-22 11:44:54,50.5839
2021-12-22 11:44:55,50.6727
2021-12-22 11:44:56,50.5748
2021-12-22 11:44:57,50.7744
2021-12-22 11:44:58,50.705
2021-12-22 11:44:59,50.7587
2021-12-22 11:45:00,50.6259
2021-12-22 11:45:01,50.8006
2021-12-22 11:45:02,50.8288
2021-12-22 11:45:03,50.8199
2021-12-22 11:45:04,50.7018
2021-12-22 11:45:05,50.4818
2021-12-22 11:45:06,50.957
2021-12-22 11:45:07,50.8711
2021-12-22 11:45:08,51.0747
2021-12-22 11:45:09,50.8476
2021-12-22 11:45:10,50.9364
2021-12-22 11:45:11,50.9845
2021-12-22 11:45:12,51.0049
2021-12-22 11:45:13,51.1959
2021-12-22 11:45:14,51.0385
2021-12-22 11:45:15,51.1036
2021-12-22 11:45:16,50.9141
2021-12-22 11:45:17,51.1984
2021-12-22 11:45:18,51.1982
2021-12-22 11:45:19,50.9194
2021-12-22 11:45:20,51.1431
2021-12-22 11:45:21,51.03
2021-12-22 11:45:22,51.0284
2021-12-22 11:45:23,51.2437
2021-12-22 11:45:24,50.9412
2021-12-22 11:45:25,51.0275
2021-12-22 11:45:26,51.0752
2021-12-22 11:45:27,50.9897
2021-12-22 11:45:28,51.0476
2021-12-22 11:45:29,50.9562
2021-12-22 11:45:30,51.3256
2021-12-22 11:45:31,51.2665
2021-12-22 11:45:32,51.3
2021-12-22 11:45:33,51.3
2021-12-22 11:45:34,51.0809
2021-12-22 11:45:35,51.2832
2021-12-22 11:45:36,51.1293
2021-12-22 11:45:37,51.2225
2021-12-22 11:45:38,51.258
2021-12-22 11:45:39,51.451
2021-12-22 11:45:40,51.4465
2021-12-22 11:45:41,51.193
2021-12-22 11:45:42,51.0716
2021-12-22 11:45:43,51.3464
2021-12-22 11:45:44,51.1092
2021-12-22 11:45:45,51.0956
2021-12-22 11:45:46,51.214
2021-12-22 11:45:47,51.4125
2021-12-22 11:45:48,51.2455
2021-12-22 11:45:49,51.1756
2021-12-22 11:45:50,51.3097
2021-12-22 11:45:51,51.391
2021-12-22 11:45:52,51.3293
2021-12-22 11:45:53,51.1622
2021-12-22 11:45:54,51.5467
2021-12-22 11:45:55,51.2853
2021-12-22 11:45:56,51.458
2021-12-22 11:45:57,51.4678
2021-12-22 11:45:58,51.566
2021-12-22 11:45:59,51.5679
2021-12-22 11:46:00,51.6027
2021-12-22 11:46:01,51.2773
2021-12-22 11:46:02,51.3446
2021-12-22 11:46:03,51.5152
2021-12-22 11:46:04,51.5426
2021-12-22 11:46:05,51.4793
2021-12-22 11:46:06,51.4014
2021-12-22 11:46:07,51.7077
2021-12-22 11:46:08,51.5181
2021-12-22 11:46:09,51.5306
2021-12-22 11:46:10,51.4432
2021-12-22 11:46:11,51.5533
2021-12-22 11:46:12,51.3687
2021-12-22 11:46:13,51.6136
2021-12-22 11:46:14,51.6211
2021-12-22 11:46:15,51.5927
2021-12-22 11:46:16,51.4443
2021-12-22 11:46:17,51.6932
2021-12-22 11:46:18,51.4149
2021-12-22 11:46:19,51.5502
2021-12-22 11:46:20,51.7674
2021-12-22 11:46:21,51.7067
2021-12-22 11:46:22,51.6267
2021-12-22 11:46:23,51.5653
2021-12-22 11:46:24,51.6698
2021-12-22 11:46:25,51.8131
2021-12-22 11:46:26,51.4609
2021-12-22 11:46:27,51.6509
2021-12-22 11:46:28,51.469
2021-12-22 11:46:29,51.82
2021-12-22 11:46:30,51.5709
2021-12-22 11:46:31,51.6963
2021-12-22 11:46:32,51.722
2021-12-22 11:46:33,51.9702
2021-12-22 11:46:34,51.7175
2021-12-22 11:46:35,51.5849
2021-12-22 11:46:36,51.6909
2021-12-22 11:46:37,51.8538
2021-12-22 11:46:38,51.8636
2021-12-22 11:46:39,51.6949
2021-12-22 11:46:40,51.5003
2021-12-22 11:46:41,51.7594
2021-12-22 11:46:42,51.6992
2021-12-22 11:46:43,51.7234
2021-12-22 11:46:44,51.8624
2021-12-22 11:46:45,51.6689
2021-12-22 11:46:46,51.526
2021-12-22 11:46:47,51.848
2021-12-22 11:46:48,51.5056
2021-12-22 11:46:49,51.6169
2021-12-22 11:46:50,51.554
2021-12-22 11:46:51,51.8495
2021-12-22 11:46:52,51.8889
2021-12-22 11:46:53,51.7613
2021-12-22 11:46:54,51.8931
2021-12-22 11:46:55,51.8595
2021-12-22 11:46:56,51.8256
2021-12-22 11:46:57,51.6807
2021-12-22 11:46:58,51.8221
2021-12-22 11:46:59,51.8221
2021-12-22 11:47:00,51.8262
2021-12-22 11:47:01,51.9467
2021-12-22 11:47:02,51.8954
2021-12-22 11:47:03,52.0035
2021-12-22 11:47:04,51.8258
2021-12-22 11:47:05,52.1135
2021-12-22 11:47:06,52.0185
2021-12-22 11:47:07,52.0437
2021-12-22 11:47:08,51.8973
2021-12-22 11:47:09,51.9083
2021-12-22 11:47:10,52.1247
2021-12-22 11:47:11,52.0257
2021-12-22 11:47:12,52.1597
2021-12-22 11:47:13,52.0272
2021-12-22 11:47:14,52.1983
2021-12-22 11:47:15,52.1114
2021-12-22 11:47:16,51.7834
2021-12-22 11:47:17,52.1975
2021-12-22 11:47:18,51.7952
2021-12-22 11:47:19,52.1425
2021-12-22 11:47:20,52.1951
2021-12-22 11:47:21,52.0605
2021-12-22 11:47:22,52.2017
2021-12-22 11:47:23,52.1636
2021-12-22 11:47:24,52.1946
2021-12-22 11:47:25,52.3115
2021-12-22 11:47:26,52.2163
2021-12-22 11:47:27,52.3463
2021-12-22 11:47:28,52.2592
2021-12-22 11:47:29,52.3103
2021-12-22 11:47:30,52.3173
2021-12-22 11:47:31,52.4411
2021-12-22 11:47:32,52.1826
2021-12-22 11:47:33,52.1807
2021-12-22 11:47:34,52.5341
2021-12-22 11:47:35,52.4751
2021-12-22 11:47:36,52.5386
2021-12-22 11:47:37,52.3755
2021-12-22 11:47:38,52.2779
2021-12-22 11:47:39,52.2771
2021-12-22 11:47:40,52.5832
2021-12-22 11:47:41,52.3711
2021-12-22 11:47:42,52.3726
2021-12-22 11:47:43,52.6122
2021-12-22 11:47:44,52.5312
2021-12-22 11:47:45,52.6059
2021-12-22 11:47:46,52.591
2021-12-22 11:47:47,52.7053
2021-12-22 11:47:48,52.4892
2021-12-22 11:47:49,52.4852
2021-12-22 11:47:50,52.6941
2021-12-22 11:47:51,52.6466
2021-12-22 11:47:52,52.8347
2021-12-22 11:47:53,52.8134
2021-12-22 11:47:54,52.5431
2021-12-22 11:47:55,52.6524
2021-12-22 11:47:56,52.7109
2021-12-22 11:47:57,52.8744
2021-12-22 11:47:58,52.6096
2021-12-22 11:47:59,52.9632
2021-12-22 11:48:00,52.7965
2021-12-22 11:48:01,52.8868
2021-12-22 11:48:02,53.0397
2021-12-22 11:48:03,52.9128
2021-12-22 11:48:04,52.7765
2021-12-22 11:48:05,52.8894
2021-12-22 11:48:06,52.7811
2021-12-22 11:48:07,52.8802
2021-12-22 11:48:08,53.0018
2021-12-22 11:48:09,52.8187
2021-12-22 11:48:10,52.9762
2021-12-22 11:48:11,53.1251
2021-12-22 11:48:12,52.9209
2021-12-22 11:48:13,52.8699
2021-12-22 11:48:14,52.8591
2021-12-22 11:48:15,52.8935
2021-12-22 11:48:16,53.1345
2021-12-22 11:48:17,53.1623
2021-12-22 11:48:18,53.0009
2021-12-22 11:48:19,53.1108
2021-12-22 11:48:20,53.1723
2021-12-22 11:48:21,53.1096
2021-12-22 11:48:22,53.2295
2021-12-22 11:48:23,53.2295
2021-12-22 11:48:24,53.0386
2021-12-22 11:48:25,53.1713
2021-12-22 11:48:26,53.4054
2021-12-22 11:48:27,53.206
2021-12-22 11:48:28,53.2548
2021-12-22 11:48:29,53.6192
2021-12-22 11:48:30,53.3743
2021-12-22 11:48:31,53.3015
2021-12-22 11:48:32,53.6161
2021-12-22 11:48:33,53.2967
2021-12-22 11:48:34,53.1221
2021-12-22 11:48:35,53.1248
2021-12-22 11:48:36,53.4371
2021-12-22 11:48:37,53.5228
2021-12-22 11:48:38,53.633
2021-12-22 11:48:39,53.6807
2021-12-22 11:48:40,53.4461
2021-12-22 11:48:41,53.5744
2021-12-22 11:48:42,53.4982
2021-12-22 11:48:43,53.6112
2021-12-22 11:48:44,53.7853
2021-12-22 11:48:45,53.5838
2021-12-22 11:48:46,53.4542
2021-12-22 11:48:47,53.5004
2021-12-22 11:48:48,53.3184
2021-12-22 11:48:49,53.5508
2021-12-22 11:48:50,53.6738
2021-12-22 11:48:51,53.6027
2021-12-22 11:48:52,53.6624
2021-12-22 11:48:53,53.6767
2021-12-22 11:48:54,53.7287
2021-12-22 11:48:55,53.9364
2021-12-22 11:48:56,53.9882
2021-12-22 11:48:57,53.6613
2021-12-22 11:48:58,53.6426
2021-12-22 11:48:59,53.8371
2021-12-22 11:49:00,53.8196
2021-12-22 11:49:01,54.0607
2021-12-22 11:49:02,53.867
2021-12-22 11:49:03,53.7171
2021-12-22 11:49:04,53.8498
2021-12-22 11:49:05,53.8498
2021-12-22 11:49:06,53.9614
2021-12-22 11:49:07,53.9047
2021-12-22 11:49:08,53.8906
2021-12-22 11:49:09,53.6551
2021-12-22 11:49:10,54.0461
2021-12-22 11:49:11,53.9168
2021-12-22 11:49:12,53.9243
2021-12-22 11:49:13,54.0026
2021-12-22 11:49:14,54.0358
2021-12-22 11:49:15,54.031
2021-12-22 11:49:16,53.9524
2021-12-22 11:49:17,54.2647
2021-12-22 11:49:18,54.1459
2021-12-22 11:49:19,54.2239
2021-12-22 11:49:20,54.0486
2021-12-22 11:49:21,54.2107
2021-12-22 11:49:22,54.0335
2021-12-22 11:49:23,54.2469
2021-12-22 11:49:24,54.2719
2021-12-22 11:49:25,54.1881
2021-12-22 11:49:26,54.3623
2021-12-22 11:49:27,54.2832
2021-12-22 11:49:28,54.3727
2021-12-22 11:49:29,54.2456
2021-12-22 11:49:30,54.3392
2021-12-22 11:49:31,54.1792
2021-12-22 11:49:32,54.3531
2021-12-22 11:49:33,54.2894
2021-12-22 11:49:34,54.1395
2021-12-22 11:49:35,54.0909
2021-12-22 11:49:36,54.0737
2021-12-22 11:49:37,54.3384
2021-12-22 11:49:38,54.5975
2021-12-22 11:49:39,54.2807
2021-12-22 11:49:40,54.565
2021-12-22 11:49:41,54.4535
2021-12-22 11:49:42,54.4567
2021-12-22 11:49:43,54.4203
2021-12-22 11:49:44,54.4228
2021-12-22 11:49:45,54.4281
2021-12-22 11:49:46,54.5366
2021-12-22 11:49:47,54.6652
2021-12-22 11:49:48,54.6111
2021-12-22 11:49:49,54.6111
2021-12-22 11:49:50,54.6721
2021-12-22 11:49:51,54.4666
2021-12-22 11:49:52,54.6696
2021-12-22 11:49:53,54.729
2021-12-22 11:49:54,54.7015
2021-12-22 11:49:55,54.508
2021-12-22 11:49:56,54.4052
2021-12-22 11:49:57,54.8147
2021-12-22 11:49:58,54.6737
2021-12-22 11:49:59,54.7267
2021-12-22 11:50:00,54.9442
2021-12-22 11:50:01,54.4551
2021-12-22 11:50:02,54.628
2021-12-22 11:50:03,54.4661
2021-12-22 11:50:04,54.7126
2021-12-22 11:50:05,54.7595
2021-12-22 11:50:06,54.7478
2021-12-22 11:50:07,54.8997
2021-12-22 11:50:08,54.714
2021-12-22 11:50:09,54.7962
2021-12-22 11:50:10,54.7583
2021-12-22 11:50:11,54.8016
2021-12-22 11:50:12,54.8113
2021-12-22 11:50:13,54.5855
2021-12-22 11:50:14,54.9379
2021-12-22 11:50:15,54.8959
2021-12-22 11:50:16,54.9892
2021-12-22 11:50:17,54.6487
2021-12-22 11:50:18,54.85
2021-12-22 11:50:19,55.2277
2021-12-22 11:50:20,54.9945
2021-12-22 11:50:21,54.8531
2021-12-22 11:50:22,54.7679
2021-12-22 11:50:23,54.544
2021-12-22 11:50:24,54.4546
2021-12-22 11:50:25,54.7348
2021-12-22 11:50:26,54.749
2021-12-22 11:50:27,54.7854
2021-12-22 11:50:28,54.7202
2021-12-22 11:50:29,54.8272
2021-12-22 11:50:30,54.8451
2021-12-22 11:50:31,54.8451
2021-12-22 11:50:32,54.774
2021-12-22 11:50:33,54.8984
2021-12-22 11:50:34,54.7449
2021-12-22 11:50:35,55.0413
2021-12-22 11:50:36,54.9769
2021-12-22 11:50:37,54.8731
2021-12-22 11:50:38,54.8924
2021-12-22 11:50:39,54.7775
2021-12-22 11:50:40,55.1382
2021-12-22 11:50:41,54.9976
2021-12-22 11:50:42,54.9941
2021-12-22 11:50:43,54.7296
2021-12-22 11:50:44,54.82
2021-12-22 11:50:45,54.8093
2021-12-22 11:50:46,54.7163
2021-12-22 11:50:47,54.8137
2021-12-22 11:50:48,55.0684
2021-12-22 11:50:49,54.9704
2021-12-22 11:50:50,55.07
2021-12-22 11:50:51,55.0832
2021-12-22 11:50:52,54.884
2021-12-22 11:50:53,54.7646
2021-12-22 11:50:54,54.9294
2021-12-22 11:50:55,54.8808
2021-12-22 11:50:56,54.9829
2021-12-22 11:50:57,54.7483
2021-12-22 11:50:58,54.8785
2021-12-22 11:50:59,54.9362
2021-12-22 11:51:00,55.1939
2021-12-22 11:51:01,54.8472
2021-12-22 11:51:02,54.7489
2021-12-22 11:51:03,54.9835
2021-12-22 11:51:04,54.9429
2021-12-22 11:51:05,54.7979
2021-12-22 11:51:06,55.1152
2021-12-22 11:51:07,55.1103
2021-12-22 11:51:08,55.0789
2021-12-22 11:51:09,54.9774
2021-12-22 11:51:10,54.9122
2021-12-22 11:51:11,54.8771
2021-12-22 11:51:12,55.0407
2021-12-22 11:51:13,55.0605
2021-12-22 11:51:14,55.1925
2021-12-22 11:51:15,55.1925
2021-12-22 11:51:16,54.9098
2021-12-22 11:51:17,54.9864
2021-12-22 11:51:18,54.9209
2021-12-22 11:51:19,54.8715
2021-12-22 11:51:20,55.0344
2021-12-22 11:51:21,55.1473
2021-12-22 11:51:22,55.1448
2021-12-22 11:51:23,54.8844
2021-12-22 11:51:24,54.9595
2021-12-22 11:51:25,54.8851
2021-12-22 11:51:26,54.9572
2021-12-22 11:51:27,54.8156
2021-12-22 11:51:28,55.0075
2021-12-22 11:51:29,55.1803
2021-12-22 11:51:30,54.8651
2021-12-22 11:51:31,55.0251
2021-12-22 11:51:32,55.0682
2021-12-22 11:51:33,54.7608
2021-12-22 11:51:34,55.1165
2021-12-22 11:51:35,55.3387
2021-12-22 11:51:36,54.9017
2021-12-22 11:51:37,54.9869
2021-12-22 11:51:38,55.0778
2021-12-22 11:51:39,54.8114
2021-12-22 11:51:40,54.8183
2021-12-22 11:51:41,54.8893
2021-12-22 11:51:42,54.9699
2021-12-22 11:51:43,55.0569
2021-12-22 11:51:44,55.0088
2021-12-22 11:51:45,54.8464
2021-12-22 11:51:46,54.8981
2021-12-22 11:51:47,55.1426
2021-12-22 11:51:48,55.2547
2021-12-22 11:51:49,55.1915
2021-12-22 11:51:50,55.1499
2021-12-22 11:51:51,54.9137
2021-12-22 11:51:52,54.9144
2021-12-22 11:51:53,54.7265
2021-12-22 11:51:54,55.1213
2021-12-22 11:51:55,54.8255
2021-12-22 11:51:56,54.8255
2021-12-22 11:51:57,54.7183
2021-12-22 11:51:58,54.6542
2021-12-22 11:51:59,55.0171
2021-12-22 11:52:00,55.0747
2021-12-22 11:52:01,55.0563
2021-12-22 11:52:02,54.8809
2021-12-22 11:52:03,54.6312
2021-12-22 11:52:04,54.9733
2021-12-22 11:52:05,54.8884
2021-12-22 11:52:06,54.9901
2021-12-22 11:52:07,54.7331
2021-12-22 11:52:08,54.9185
2021-12-22 11:52:09,54.6627
2021-12-22 11:52:10,55.2984
2021-12-22 11:52:11,55.2052
2021-12-22 11:52:12,54.9203
2021-12-22 11:52:13,54.9339
2021-12-22 11:52:14,54.7817
2021-12-22 11:52:15,54.9906
2021-12-22 11:52:16,54.8493
2021-12-22 11:52:17,54.7256
2021-12-22 11:52:18,54.6888
2021-12-22 11:52:19,54.9604
2021-12-22 11:52:20,54.8684
2021-12-22 11:52:21,54.9601
2021-12-22 11:52:22,54.9161
2021-12-22 11:52:23,54.8782
2021-12-22 11:52:24,54.8809
2021-12-22 11:52:25,54.7122
2021-12-22 11:52:26,54.8765
2021-12-22 11:52:27,54.7245
2021-12-22 11:52:28,54.9624
2021-12-22 11:52:29,54.8869
2021-12-22 11:52:30,54.8395
2021-12-22 11:52:31,54.7512
2021-12-22 11:52:32,54.9009
2021-12-22 11:52:33,54.9843
2021-12-22 11:52:34,55.0871
2021-12-22 11:52:35,54.6984
2021-12-22 11:52:36,54.6909
2021-12-22 11:52:37,54.8604
2021-12-22 11:52:38,54.835
2021-12-22 11:52:39,54.835
2021-12-22 11:52:40,54.7098
2021-12-22 11:52:41,54.6872
2021-12-22 11:52:42,54.6869
2021-12-22 11:52:43,54.4997
2021-12-22 11:52:44,54.7902
2021-12-22 11:52:45,54.6694
2021-12-22 11:52:46,54.745
2021-12-22 11:52:47,54.8601
2021-12-22 11:52:48,54.68
2021-12-22 11:52:49,54.6807
2021-12-22 11:52:50,54.637
2021-12-22 11:52:51,54.7704
2021-12-22 11:52:52,54.8239
2021-12-22 11:52:53,54.6765
2021-12-22 11:52:54,54.517
2021-12-22 11:52:55,54.6098
2021-12-22 11:52:56,54.6566
2021-12-22 11:52:57,54.4314
2021-12-22 11:52:58,54.7863
2021-12-22 11:52:59,54.5286
2021-12-22 11:53:00,54.7151
2021-12-22 11:53:01,54.6559
2021-12-22 11:53:02,54.5708
2021-12-22 11:53:03,54.6672
2021-12-22 11:53:04,54.4842
2021-12-22 11:53:05,54.8787
2021-12-22 11:53:06,54.4918
2021-12-22 11:53:07,54.427
2021-12-22 11:53:08,54.5854
2021-12-22 11:53:09,54.8015
2021-12-22 11:53:10,54.7624
2021-12-22 11:53:11,54.6183
2021-12-22 11:53:12,54.7556
2021-12-22 11:53:13,54.6678
2021-12-22 11:53:14,54.781
2021-12-22 11:53:15,54.4977
2021-12-22 11:53:16,54.6014
2021-12-22 11:53:17,54.6162
2021-12-22 11:53:18,54.3839
2021-12-22 11:53:19,54.6906
2021-12-22 11:53:20,54.3649
2021-12-22 11:53:21,54.4448
2021-12-22 11:53:22,54.568
2021-12-22 11:53:23,54.8277
2021-12-22 11:53:24,54.7088
2021-12-22 11:53:25,54.521
2021-12-22 11:53:26,54.5956
2021-12-22 11:53:27,54.333
2021-12-22 11:53:28,54.4145
2021-12-22 11:53:29,54.4688
2021-12-22 11:53:30,54.401
2021-12-22 11:53:31,54.4834
2021-12-22 11:53:32,54.4982
2021-12-22 11:53:33,54.4478
2021-12-22 11:53:34,54.4382
2021-12-22 11:53:35,54.6424
2021-12-22 11:53:36,54.2579
2021-12-22 11:53:37,54.4965
2021-12-22 11:53:38,54.5114
2021-12-22 11:53:39,54.4101
2021-12-22 11:53:40,54.5099
2021-12-22 11:53:41,54.4639
2021-12-22 11:53:42,54.452
2021-12-22 11:53:43,54.2245
2021-12-22 11:53:44,54.4956
2021-12-22 11:53:45,54.4362
2021-12-22 11:53:46,54.402
2021-12-22 11:53:47,54.5743
2021-12-22 11:53:48,54.4988
2021-12-22 11:53:49,54.4688
2021-12-22 11:53:50,54.5479
2021-12-22 11:53:51,54.4545
2021-12-22 11:53:52,54.2694
2021-12-22 11:53:53,54.4735
2021-12-22 11:53:54,54.3153
2021-12-22 11:53:55,54.3897
2021-12-22 11:53:56,54.414
2021-12-22 11:53:57,54.4938
2021-12-22 11:53:58,54.6
2021-12-22 11:53:59,54.4985
2021-12-22 11:54:00,54.1996
2021-12-22 11:54:01,54.1996
2021-12-22 11:54:02,54.5245
2021-12-22 11:54:03,54.2581
2021-12-22 11:54:04,54.3265
2021-12-22 11:54:05,54.6085
2021-12-22 11:54:06,54.2651
2021-12-22 11:54:07,54.2696
2021-12-22 11:54:08,54.3711
2021-12-22 11:54:09,54.2273
2021-12-22 11:54:10,54.3432
2021-12-22 11:54:11,54.1232
2021-12-22 11:54:12,54.0955
2021-12-22 11:54:13,54.4953
2021-12-22 11:54:14,54.1175
2021-12-22 11:54:15,54.255
2021-12-22 11:54:16,54.0588
2021-12-22 11:54:17,54.1685
2021-12-22 11:54:18,54.0752
2021-12-22 11:54:19,54.3391
2021-12-22 11:54:20,54.0506
2021-12-22 11:54:21,54.4046
2021-12-22 11:54:22,54.4233
2021-12-22 11:54:23,54.509
2021-12-22 11:54:24,54.4402
2021-12-22 11:54:25,54.3693
2021-12-22 11:54:26,54.2225
2021-12-22 11:54:27,54.2116
2021-12-22 11:54:28,54.4773
2021-12-22 11:54:29,54.2376
2021-12-22 11:54:30,54.1895
2021-12-22 11:54:31,54.239
2021-12-22 11:54:32,54.3213
2021-12-22 11:54:33,54.2437
2021-12-22 11:54:34,54.1416
2021-12-22 11:54:35,54.2736
2021-12-22 11:54:36,54.2257
2021-12-22 11:54:37,54.1643
2021-12-22 11:54:38,54.2191
2021-12-22 11:54:39,54.0559
2021-12-22 11:54:40,54.3427
2021-12-22 11:54:41,54.1675
2021-12-22 11:54:42,54.3106
2021-12-22 11:54:43,54.2149
2021-12-22 11:54:44,54.0831
2021-12-22 11:54:45,54.3435
2021-12-22 11:54:46,54.1922
2021-12-22 11:54:47,54.1497
2021-12-22 11:54:48,54.0196
2021-12-22 11:54:49,54.0015
2021-12-22 11:54:50,54.1087
2021-12-22 11:54:51,54.2696
2021-12-22 11:54:52,54.0774
2021-12-22 11:54:53,54.4756
2021-12-22 11:54:54,54.2356
2021-12-22 11:54:55,54.2181
2021-12-22 11:54:56,54.2575
2021-12-22 11:54:57,54.0488
2021-12-22 11:54:58,53.9556
2021-12-22 11:54:59,54.1425
2021-12-22 11:55:00,54.3282
2021-12-22 11:55:01,54.1229
2021-12-22 11:55:02,54.3198
2021-12-22 11:55:03,54.2885
2021-12-22 11:55:04,53.945
2021-12-22 11:55:05,54.2835
2021-12-22 11:55:06,54.3606
2021-12-22 11:55:07,54.1857
2021-12-22 11:55:08,54.3071
2021-12-22 11:55:09,54.3401
2021-12-22 11:55:10,53.9833
2021-12-22 11:55:11,53.944
2021-12-22 11:55:12,53.9616
2021-12-22 11:55:13,54.2585
2021-12-22 11:55:14,54.4489
2021-12-22 11:55:15,54.1301
2021-12-22 11:55:16,54.2651
2021-12-22 11:55:17,54.2159
2021-12-22 11:55:18,54.2879
2021-12-22 11:55:19,54.3497
2021-12-22 11:55:20,54.2527
2021-12-22 11:55:21,54.279
2021-12-22 11:55:22,54.2699
2021-12-22 11:55:23,54.3969
