时间,引风机转速
2021-12-22 10:37:00,73.9352
2021-12-22 10:37:01,73.9977
2021-12-22 10:37:02,74.1019
2021-12-22 10:37:03,74.2361
2021-12-22 10:37:04,74.2986
2021-12-22 10:37:05,74.2894
2021-12-22 10:37:06,74.2431
2021-12-22 10:37:07,74.2569
2021-12-22 10:37:08,74.3287
2021-12-22 10:37:09,74.4491
2021-12-22 10:37:10,74.5046
2021-12-22 10:37:11,74.588
2021-12-22 10:37:12,74.868
2021-12-22 10:37:13,75.1343
2021-12-22 10:37:14,75.5417
2021-12-22 10:37:15,75.8264
2021-12-22 10:37:16,76.0394
2021-12-22 10:37:17,76.0856
2021-12-22 10:37:18,75.9699
2021-12-22 10:37:19,75.7245
2021-12-22 10:37:20,75.3796
2021-12-22 10:37:21,75.0579
2021-12-22 10:37:22,74.8958
2021-12-22 10:37:23,74.919
2021-12-22 10:37:24,75.0278
2021-12-22 10:37:25,75.1343
2021-12-22 10:37:26,75.1435
2021-12-22 10:37:27,75.1435
2021-12-22 10:37:28,75.0903
2021-12-22 10:37:29,75.0602
2021-12-22 10:37:30,75.088
2021-12-22 10:37:31,75.0741
2021-12-22 10:37:32,75.0995
2021-12-22 10:37:33,75.0995
2021-12-22 10:37:34,75.0741
2021-12-22 10:37:35,75.0741
2021-12-22 10:37:36,75.0671
2021-12-22 10:37:37,75.0972
2021-12-22 10:37:38,75.2292
2021-12-22 10:37:39,75.4514
2021-12-22 10:37:40,75.7245
2021-12-22 10:37:41,75.9676
2021-12-22 10:37:42,76.162
2021-12-22 10:37:43,76.2199
2021-12-22 10:37:44,76.2569
2021-12-22 10:37:45,76.2755
2021-12-22 10:37:46,76.1574
2021-12-22 10:37:47,75.9144
2021-12-22 10:37:48,75.6481
2021-12-22 10:37:49,75.4653
2021-12-22 10:37:50,75.4421
2021-12-22 10:37:51,75.3773
2021-12-22 10:37:52,75.0995
2021-12-22 10:37:53,74.8403
2021-12-22 10:37:54,74.7778
2021-12-22 10:37:55,74.8403
2021-12-22 10:37:56,75.1343
2021-12-22 10:37:57,75.3472
2021-12-22 10:37:58,75.4259
2021-12-22 10:37:59,75.3796
2021-12-22 10:38:00,75.3032
2021-12-22 10:38:01,75.2523
2021-12-22 10:38:02,75.2454
2021-12-22 10:38:03,75.2616
2021-12-22 10:38:04,75.2986
2021-12-22 10:38:05,75.3241
2021-12-22 10:38:06,75.2963
2021-12-22 10:38:07,75.3171
2021-12-22 10:38:08,75.287
2021-12-22 10:38:09,75.2778
2021-12-22 10:38:10,75.2685
2021-12-22 10:38:11,75.2986
2021-12-22 10:38:12,75.2986
2021-12-22 10:38:13,75.3171
2021-12-22 10:38:14,75.294
2021-12-22 10:38:15,75.2963
2021-12-22 10:38:16,75.2778
2021-12-22 10:38:17,75.2639
2021-12-22 10:38:18,75.3009
2021-12-22 10:38:19,75.3218
2021-12-22 10:38:20,75.287
2021-12-22 10:38:21,75.2801
2021-12-22 10:38:22,75.2708
2021-12-22 10:38:23,75.3032
2021-12-22 10:38:24,75.294
2021-12-22 10:38:25,75.287
2021-12-22 10:38:26,75.2917
2021-12-22 10:38:27,75.294
2021-12-22 10:38:28,75.3171
2021-12-22 10:38:29,75.3403
2021-12-22 10:38:30,75.5116
2021-12-22 10:38:31,75.7708
2021-12-22 10:38:32,76.044
2021-12-22 10:38:33,76.125
2021-12-22 10:38:34,76.1065
2021-12-22 10:38:35,75.9352
2021-12-22 10:38:36,75.7014
2021-12-22 10:38:37,75.5231
2021-12-22 10:38:38,75.5069
2021-12-22 10:38:39,75.5301
2021-12-22 10:38:40,75.6065
2021-12-22 10:38:41,75.6528
2021-12-22 10:38:42,75.662
2021-12-22 10:38:43,75.6389
2021-12-22 10:38:44,75.6528
2021-12-22 10:38:45,75.5856
2021-12-22 10:38:46,75.3727
2021-12-22 10:38:47,75.1852
2021-12-22 10:38:48,75.1204
2021-12-22 10:38:49,75.3472
2021-12-22 10:38:50,75.5278
2021-12-22 10:38:51,75.5903
2021-12-22 10:38:52,75.4514
2021-12-22 10:38:53,75.4514
2021-12-22 10:38:54,75.4606
2021-12-22 10:38:55,75.5602
2021-12-22 10:38:56,75.6319
2021-12-22 10:38:57,75.6319
2021-12-22 10:38:58,75.5972
2021-12-22 10:38:59,75.5602
2021-12-22 10:39:00,75.5972
2021-12-22 10:39:01,75.8009
2021-12-22 10:39:02,76.1296
2021-12-22 10:39:03,76.5069
2021-12-22 10:39:04,76.7361
2021-12-22 10:39:05,76.8542
2021-12-22 10:39:06,76.8472
2021-12-22 10:39:07,76.8449
2021-12-22 10:39:08,76.7569
2021-12-22 10:39:09,76.6667
2021-12-22 10:39:10,76.6551
2021-12-22 10:39:11,76.5417
2021-12-22 10:39:12,76.3935
2021-12-22 10:39:13,76.1968
2021-12-22 10:39:14,76.0718
2021-12-22 10:39:15,76.1389
2021-12-22 10:39:16,76.1945
2021-12-22 10:39:17,76.2338
2021-12-22 10:39:18,76.2569
2021-12-22 10:39:19,76.2431
2021-12-22 10:39:20,76.1945
2021-12-22 10:39:21,76.1875
2021-12-22 10:39:22,76.1875
2021-12-22 10:39:23,76.2106
2021-12-22 10:39:24,76.1713
2021-12-22 10:39:25,76.0532
2021-12-22 10:39:26,75.9514
2021-12-22 10:39:27,75.9444
2021-12-22 10:39:28,76.0532
2021-12-22 10:39:29,76.125
2021-12-22 10:39:30,76.1551
2021-12-22 10:39:31,76.1458
2021-12-22 10:39:32,76.0787
2021-12-22 10:39:33,76.0718
2021-12-22 10:39:34,76.0625
2021-12-22 10:39:35,76.0787
2021-12-22 10:39:36,76.1227
2021-12-22 10:39:37,76.1296
2021-12-22 10:39:38,76.1296
2021-12-22 10:39:39,76.0556
2021-12-22 10:39:40,76.0926
2021-12-22 10:39:41,76.0926
2021-12-22 10:39:42,76.1157
2021-12-22 10:39:43,76.0926
2021-12-22 10:39:44,76.125
2021-12-22 10:39:45,76.125
2021-12-22 10:39:46,76.1019
2021-12-22 10:39:47,76.1551
2021-12-22 10:39:48,76.4213
2021-12-22 10:39:49,76.6319
2021-12-22 10:39:50,76.7454
2021-12-22 10:39:51,76.8287
2021-12-22 10:39:52,76.8079
2021-12-22 10:39:53,76.7685
2021-12-22 10:39:54,76.713
2021-12-22 10:39:55,76.7361
2021-12-22 10:39:56,76.8056
2021-12-22 10:39:57,76.8935
2021-12-22 10:39:58,76.9699
2021-12-22 10:39:59,77.0208
2021-12-22 10:40:00,77.0718
2021-12-22 10:40:01,77.081
2021-12-22 10:40:02,77.1343
2021-12-22 10:40:03,77.1296
2021-12-22 10:40:04,77.1111
2021-12-22 10:40:05,77.0116
2021-12-22 10:40:06,76.9792
2021-12-22 10:40:07,76.9074
2021-12-22 10:40:08,76.8542
2021-12-22 10:40:09,76.8472
2021-12-22 10:40:10,76.8981
2021-12-22 10:40:11,76.9097
2021-12-22 10:40:12,76.9398
2021-12-22 10:40:13,76.9097
2021-12-22 10:40:14,76.8935
2021-12-22 10:40:15,76.9144
2021-12-22 10:40:16,76.9005
2021-12-22 10:40:17,76.8866
2021-12-22 10:40:18,76.8912
2021-12-22 10:40:19,76.8912
2021-12-22 10:40:20,76.9167
2021-12-22 10:40:21,76.9792
2021-12-22 10:40:22,77.2384
2021-12-22 10:40:23,77.2384
2021-12-22 10:40:24,77.3241
2021-12-22 10:40:25,77.3565
2021-12-22 10:40:26,77.3935
2021-12-22 10:40:27,77.4097
2021-12-22 10:40:28,77.5185
2021-12-22 10:40:29,77.544
2021-12-22 10:40:30,77.4954
2021-12-22 10:40:31,77.331
2021-12-22 10:40:32,77.1991
2021-12-22 10:40:33,77.1921
2021-12-22 10:40:34,77.2431
2021-12-22 10:40:35,77.2847
2021-12-22 10:40:36,77.2917
2021-12-22 10:40:37,77.2986
2021-12-22 10:40:38,77.3056
2021-12-22 10:40:39,77.3148
2021-12-22 10:40:40,77.2546
2021-12-22 10:40:41,77.2778
2021-12-22 10:40:42,77.2546
2021-12-22 10:40:43,77.2917
2021-12-22 10:40:44,77.2986
2021-12-22 10:40:45,77.2662
2021-12-22 10:40:46,77.2778
2021-12-22 10:40:47,77.2708
2021-12-22 10:40:48,77.2708
2021-12-22 10:40:49,77.2708
2021-12-22 10:40:50,77.2894
2021-12-22 10:40:51,77.2685
2021-12-22 10:40:52,77.2778
2021-12-22 10:40:53,77.2917
2021-12-22 10:40:54,77.3079
2021-12-22 10:40:55,77.2917
2021-12-22 10:40:56,77.2083
2021-12-22 10:40:57,77.0856
2021-12-22 10:40:58,76.8958
2021-12-22 10:40:59,76.7917
2021-12-22 10:41:00,76.7894
2021-12-22 10:41:01,76.8218
2021-12-22 10:41:02,76.8287
2021-12-22 10:41:03,76.7847
2021-12-22 10:41:04,76.838
2021-12-22 10:41:05,76.838
2021-12-22 10:41:06,76.9305
2021-12-22 10:41:07,76.9769
2021-12-22 10:41:08,77.0023
2021-12-22 10:41:09,77.0
2021-12-22 10:41:10,76.9699
2021-12-22 10:41:11,76.9259
2021-12-22 10:41:12,76.9236
2021-12-22 10:41:13,76.8704
2021-12-22 10:41:14,76.713
2021-12-22 10:41:15,76.4236
2021-12-22 10:41:16,76.1782
2021-12-22 10:41:17,75.9537
2021-12-22 10:41:18,75.8588
2021-12-22 10:41:19,75.8588
2021-12-22 10:41:20,75.8657
2021-12-22 10:41:21,75.8657
2021-12-22 10:41:22,75.8403
2021-12-22 10:41:23,75.8657
2021-12-22 10:41:24,75.9375
2021-12-22 10:41:25,76.0949
2021-12-22 10:41:26,76.25
2021-12-22 10:41:27,76.3449
2021-12-22 10:41:28,76.3218
2021-12-22 10:41:29,76.2824
2021-12-22 10:41:30,76.2569
2021-12-22 10:41:31,76.2569
2021-12-22 10:41:32,76.2269
2021-12-22 10:41:33,76.2593
2021-12-22 10:41:34,76.2801
2021-12-22 10:41:35,76.2593
2021-12-22 10:41:36,76.2778
2021-12-22 10:41:37,76.3032
2021-12-22 10:41:38,76.2338
2021-12-22 10:41:39,76.1067
2021-12-22 10:41:40,75.9053
2021-12-22 10:41:41,75.6646
2021-12-22 10:41:42,75.4838
2021-12-22 10:41:43,75.396
2021-12-22 10:41:44,75.3706
2021-12-22 10:41:45,75.3867
2021-12-22 10:41:46,75.5185
2021-12-22 10:41:47,75.669
2021-12-22 10:41:48,75.7894
2021-12-22 10:41:49,75.875
2021-12-22 10:41:50,75.8657
2021-12-22 10:41:51,75.7616
2021-12-22 10:41:52,75.5972
2021-12-22 10:41:53,75.4213
2021-12-22 10:41:54,75.3264
2021-12-22 10:41:55,75.2315
2021-12-22 10:41:56,75.0347
2021-12-22 10:41:57,74.8403
2021-12-22 10:41:58,74.6736
2021-12-22 10:41:59,74.5579
2021-12-22 10:42:00,74.5093
2021-12-22 10:42:01,74.5579
2021-12-22 10:42:02,74.7292
2021-12-22 10:42:03,74.9329
2021-12-22 10:42:04,75.1921
2021-12-22 10:42:05,75.2639
2021-12-22 10:42:06,75.2153
2021-12-22 10:42:07,75.1759
2021-12-22 10:42:08,75.1157
2021-12-22 10:42:09,75.1042
2021-12-22 10:42:10,75.1273
2021-12-22 10:42:11,75.1343
2021-12-22 10:42:12,75.1667
2021-12-22 10:42:13,75.1389
2021-12-22 10:42:14,75.1597
2021-12-22 10:42:15,75.1296
2021-12-22 10:42:16,75.1227
2021-12-22 10:42:17,75.1507
2021-12-22 10:42:18,75.1507
2021-12-22 10:42:19,75.162
2021-12-22 10:42:20,75.1599
2021-12-22 10:42:21,75.146
2021-12-22 10:42:22,75.1298
2021-12-22 10:42:23,75.1229
2021-12-22 10:42:24,75.1437
2021-12-22 10:42:25,75.1437
2021-12-22 10:42:26,75.146
2021-12-22 10:42:27,75.146
2021-12-22 10:42:28,75.132
2021-12-22 10:42:29,75.1227
2021-12-22 10:42:30,75.1435
2021-12-22 10:42:31,75.1435
2021-12-22 10:42:32,75.1367
2021-12-22 10:42:33,75.1367
2021-12-22 10:42:34,75.1435
2021-12-22 10:42:35,75.1597
2021-12-22 10:42:36,75.1667
2021-12-22 10:42:37,75.1597
2021-12-22 10:42:38,75.1273
2021-12-22 10:42:39,75.1227
2021-12-22 10:42:40,75.1227
2021-12-22 10:42:41,75.1597
2021-12-22 10:42:42,75.1667
2021-12-22 10:42:43,75.146
2021-12-22 10:42:44,75.1667
2021-12-22 10:42:45,75.1389
2021-12-22 10:42:46,75.1435
2021-12-22 10:42:47,75.132
2021-12-22 10:42:48,75.146
2021-12-22 10:42:49,75.1227
2021-12-22 10:42:50,75.1227
2021-12-22 10:42:51,75.1157
2021-12-22 10:42:52,75.1667
2021-12-22 10:42:53,75.1597
2021-12-22 10:42:54,75.132
2021-12-22 10:42:55,75.1667
2021-12-22 10:42:56,75.1227
2021-12-22 10:42:57,75.1435
2021-12-22 10:42:58,75.1204
2021-12-22 10:42:59,75.1366
2021-12-22 10:43:00,75.1134
2021-12-22 10:43:01,75.1597
2021-12-22 10:43:02,75.1505
2021-12-22 10:43:03,75.1435
2021-12-22 10:43:04,74.9583
2021-12-22 10:43:05,74.794
2021-12-22 10:43:06,74.456
2021-12-22 10:43:07,74.213
2021-12-22 10:43:08,73.9722
2021-12-22 10:43:09,73.6389
2021-12-22 10:43:10,73.6389
2021-12-22 10:43:11,73.5069
2021-12-22 10:43:12,73.412
2021-12-22 10:43:13,73.3426
2021-12-22 10:43:14,73.3588
2021-12-22 10:43:15,73.4583
2021-12-22 10:43:16,73.6065
2021-12-22 10:43:17,73.8009
2021-12-22 10:43:18,74.0231
2021-12-22 10:43:19,74.1898
2021-12-22 10:43:20,74.2824
2021-12-22 10:43:21,74.2801
2021-12-22 10:43:22,74.2199
2021-12-22 10:43:23,74.1597
2021-12-22 10:43:24,74.1435
2021-12-22 10:43:25,74.1713
2021-12-22 10:43:26,74.1667
2021-12-22 10:43:27,74.1713
2021-12-22 10:43:28,74.1574
2021-12-22 10:43:29,74.1875
2021-12-22 10:43:30,74.1667
2021-12-22 10:43:31,74.1505
2021-12-22 10:43:32,74.1597
2021-12-22 10:43:33,74.1435
2021-12-22 10:43:34,73.9838
2021-12-22 10:43:35,73.7569
2021-12-22 10:43:36,73.5208
2021-12-22 10:43:37,73.3055
2021-12-22 10:43:38,73.1713
2021-12-22 10:43:39,73.0741
2021-12-22 10:43:40,72.9838
2021-12-22 10:43:41,73.0278
2021-12-22 10:43:42,73.0741
2021-12-22 10:43:43,73.2616
2021-12-22 10:43:44,73.4653
2021-12-22 10:43:45,73.6319
2021-12-22 10:43:46,73.7037
2021-12-22 10:43:47,73.6782
2021-12-22 10:43:48,73.5926
2021-12-22 10:43:49,73.5532
2021-12-22 10:43:50,73.5532
2021-12-22 10:43:51,73.5926
2021-12-22 10:43:52,73.5695
2021-12-22 10:43:53,73.4606
2021-12-22 10:43:54,73.3102
2021-12-22 10:43:55,73.1458
2021-12-22 10:43:56,72.9398
2021-12-22 10:43:57,72.6736
2021-12-22 10:43:58,72.4259
2021-12-22 10:43:59,72.206
2021-12-22 10:44:00,72.0347
2021-12-22 10:44:01,71.9005
2021-12-22 10:44:02,71.8819
2021-12-22 10:44:03,71.8866
2021-12-22 10:44:04,72.0463
2021-12-22 10:44:05,72.2662
2021-12-22 10:44:06,72.5394
2021-12-22 10:44:07,72.7685
2021-12-22 10:44:08,72.8773
2021-12-22 10:44:09,72.8333
2021-12-22 10:44:10,72.7315
2021-12-22 10:44:11,72.6782
2021-12-22 10:44:12,72.6968
2021-12-22 10:44:13,72.706
2021-12-22 10:44:14,72.7454
2021-12-22 10:44:15,72.7685
2021-12-22 10:44:16,72.6458
2021-12-22 10:44:17,72.5185
2021-12-22 10:44:18,72.3867
2021-12-22 10:44:19,72.2778
2021-12-22 10:44:20,72.2132
2021-12-22 10:44:21,72.1898
2021-12-22 10:44:22,72.1831
2021-12-22 10:44:23,72.1437
2021-12-22 10:44:24,72.1136
2021-12-22 10:44:25,72.0974
2021-12-22 10:44:26,72.0882
2021-12-22 10:44:27,72.1044
2021-12-22 10:44:28,72.1206
2021-12-22 10:44:29,72.1345
2021-12-22 10:44:30,72.1345
2021-12-22 10:44:31,72.1507
2021-12-22 10:44:32,72.1923
2021-12-22 10:44:33,72.2155
2021-12-22 10:44:34,72.2085
2021-12-22 10:44:35,72.1831
2021-12-22 10:44:36,72.1669
2021-12-22 10:44:37,72.0396
2021-12-22 10:44:38,71.8937
2021-12-22 10:44:39,71.7502
2021-12-22 10:44:40,71.6113
2021-12-22 10:44:41,71.484
2021-12-22 10:44:42,71.3683
2021-12-22 10:44:43,71.3266
2021-12-22 10:44:44,71.3058
2021-12-22 10:44:45,71.3521
2021-12-22 10:44:46,71.4377
2021-12-22 10:44:47,71.5164
2021-12-22 10:44:48,71.6113
2021-12-22 10:44:49,71.7039
2021-12-22 10:44:50,71.7178
2021-12-22 10:44:51,71.6877
2021-12-22 10:44:52,71.6669
2021-12-22 10:44:53,71.6437
2021-12-22 10:44:54,71.6738
2021-12-22 10:44:55,71.6507
2021-12-22 10:44:56,71.6437
2021-12-22 10:44:57,71.6414
2021-12-22 10:44:58,71.6553
2021-12-22 10:44:59,71.6622
2021-12-22 10:45:00,71.6875
2021-12-22 10:45:01,71.6366
2021-12-22 10:45:02,71.6273
2021-12-22 10:45:03,71.6435
2021-12-22 10:45:04,71.6505
2021-12-22 10:45:05,71.6412
2021-12-22 10:45:06,71.669
2021-12-22 10:45:07,71.6806
2021-12-22 10:45:08,71.6597
2021-12-22 10:45:09,71.6343
2021-12-22 10:45:10,71.6551
2021-12-22 10:45:11,71.6551
2021-12-22 10:45:12,71.6944
2021-12-22 10:45:13,71.6551
2021-12-22 10:45:14,71.6528
2021-12-22 10:45:15,71.6412
2021-12-22 10:45:16,71.6528
2021-12-22 10:45:17,71.6667
2021-12-22 10:45:18,71.6806
2021-12-22 10:45:19,71.7731
2021-12-22 10:45:20,71.8056
2021-12-22 10:45:21,71.8611
2021-12-22 10:45:22,71.831
2021-12-22 10:45:23,71.8611
2021-12-22 10:45:24,71.8542
2021-12-22 10:45:25,71.912
2021-12-22 10:45:26,71.8634
2021-12-22 10:45:27,71.8843
2021-12-22 10:45:28,71.8542
2021-12-22 10:45:29,71.8449
2021-12-22 10:45:30,71.8889
2021-12-22 10:45:31,71.9375
2021-12-22 10:45:32,71.9699
2021-12-22 10:45:33,72.0463
2021-12-22 10:45:34,72.1435
2021-12-22 10:45:35,72.3079
2021-12-22 10:45:36,72.4398
2021-12-22 10:45:37,72.5718
2021-12-22 10:45:38,72.6898
2021-12-22 10:45:39,72.8611
2021-12-22 10:45:40,73.0509
2021-12-22 10:45:41,73.1713
2021-12-22 10:45:42,73.1921
2021-12-22 10:45:43,73.1296
2021-12-22 10:45:44,73.0231
2021-12-22 10:45:45,72.9444
2021-12-22 10:45:46,72.9167
2021-12-22 10:45:47,72.8472
2021-12-22 10:45:48,72.8009
2021-12-22 10:45:49,72.7847
2021-12-22 10:45:50,72.7222
2021-12-22 10:45:51,72.7222
2021-12-22 10:45:52,72.7083
2021-12-22 10:45:53,72.7083
2021-12-22 10:45:54,72.7245
2021-12-22 10:45:55,72.7153
2021-12-22 10:45:56,72.75
2021-12-22 10:45:57,72.7245
2021-12-22 10:45:58,72.7176
2021-12-22 10:45:59,72.7245
2021-12-22 10:46:00,72.7384
2021-12-22 10:46:01,72.7292
2021-12-22 10:46:02,72.7315
2021-12-22 10:46:03,72.7292
2021-12-22 10:46:04,72.7384
2021-12-22 10:46:05,72.7477
2021-12-22 10:46:06,72.7477
2021-12-22 10:46:07,72.5995
2021-12-22 10:46:08,72.3843
2021-12-22 10:46:09,72.0949
2021-12-22 10:46:10,71.8681
2021-12-22 10:46:11,71.6759
2021-12-22 10:46:12,71.6181
2021-12-22 10:46:13,71.6181
2021-12-22 10:46:14,71.7037
2021-12-22 10:46:15,71.8032
2021-12-22 10:46:16,71.9444
2021-12-22 10:46:17,72.088
2021-12-22 10:46:18,72.1968
2021-12-22 10:46:19,72.4769
2021-12-22 10:46:20,73.3148
2021-12-22 10:46:21,74.5509
2021-12-22 10:46:22,75.9931
2021-12-22 10:46:23,77.419
2021-12-22 10:46:24,78.4236
2021-12-22 10:46:25,79.5602
2021-12-22 10:46:26,80.5509
2021-12-22 10:46:27,81.0069
2021-12-22 10:46:28,80.6505
2021-12-22 10:46:29,79.7731
2021-12-22 10:46:30,78.5903
2021-12-22 10:46:31,77.3727
2021-12-22 10:46:32,76.0926
2021-12-22 10:46:33,75.1713
2021-12-22 10:46:34,74.1181
2021-12-22 10:46:35,74.1181
2021-12-22 10:46:36,73.7685
2021-12-22 10:46:37,73.6366
2021-12-22 10:46:38,73.7454
2021-12-22 10:46:39,74.2176
2021-12-22 10:46:40,74.7917
2021-12-22 10:46:41,75.1921
2021-12-22 10:46:42,75.5833
2021-12-22 10:46:43,76.2778
2021-12-22 10:46:44,76.8287
2021-12-22 10:46:45,77.338
2021-12-22 10:46:46,77.3912
2021-12-22 10:46:47,77.1991
2021-12-22 10:46:48,76.9792
2021-12-22 10:46:49,76.6759
2021-12-22 10:46:50,76.4144
2021-12-22 10:46:51,76.3032
2021-12-22 10:46:52,76.2176
2021-12-22 10:46:53,76.1782
2021-12-22 10:46:54,76.125
2021-12-22 10:46:55,76.0532
2021-12-22 10:46:56,76.0532
2021-12-22 10:46:57,76.0694
2021-12-22 10:46:58,76.2153
2021-12-22 10:46:59,76.3287
2021-12-22 10:47:00,76.5625
2021-12-22 10:47:01,76.8449
2021-12-22 10:47:02,77.2731
2021-12-22 10:47:03,77.7847
2021-12-22 10:47:04,78.2778
2021-12-22 10:47:05,78.6782
2021-12-22 10:47:06,79.0394
2021-12-22 10:47:07,79.338
2021-12-22 10:47:08,79.588
2021-12-22 10:47:09,79.8079
2021-12-22 10:47:10,80.0162
2021-12-22 10:47:11,80.0903
2021-12-22 10:47:12,80.081
2021-12-22 10:47:13,79.9815
2021-12-22 10:47:14,79.5278
2021-12-22 10:47:15,79.5278
2021-12-22 10:47:16,79.0046
2021-12-22 10:47:17,78.3194
2021-12-22 10:47:18,77.8889
2021-12-22 10:47:19,77.7778
2021-12-22 10:47:20,77.9722
2021-12-22 10:47:21,78.3241
2021-12-22 10:47:22,78.7778
2021-12-22 10:47:23,79.3032
2021-12-22 10:47:24,79.8079
2021-12-22 10:47:25,80.294
2021-12-22 10:47:26,80.7546
2021-12-22 10:47:27,81.0069
2021-12-22 10:47:28,81.2338
2021-12-22 10:47:29,81.4838
2021-12-22 10:47:30,81.6273
2021-12-22 10:47:31,81.7222
2021-12-22 10:47:32,81.706
2021-12-22 10:47:33,81.5972
2021-12-22 10:47:34,81.2662
2021-12-22 10:47:35,80.9236
2021-12-22 10:47:36,80.6713
2021-12-22 10:47:37,80.5694
2021-12-22 10:47:38,80.5162
2021-12-22 10:47:39,80.6019
2021-12-22 10:47:40,80.7338
2021-12-22 10:47:41,80.9144
2021-12-22 10:47:42,81.1481
2021-12-22 10:47:43,81.287
2021-12-22 10:47:44,81.3981
2021-12-22 10:47:45,81.456
2021-12-22 10:47:46,81.5093
2021-12-22 10:47:47,81.4398
2021-12-22 10:47:48,81.3981
2021-12-22 10:47:49,81.2917
2021-12-22 10:47:50,81.2593
2021-12-22 10:47:51,81.2269
2021-12-22 10:47:52,81.2593
2021-12-22 10:47:53,81.1042
2021-12-22 10:47:54,80.8843
2021-12-22 10:47:55,80.7407
2021-12-22 10:47:56,80.8032
2021-12-22 10:47:57,80.8032
2021-12-22 10:47:58,80.8519
2021-12-22 10:47:59,80.9583
2021-12-22 10:48:00,81.132
2021-12-22 10:48:01,81.2986
2021-12-22 10:48:02,81.4144
2021-12-22 10:48:03,81.4005
2021-12-22 10:48:04,81.213
2021-12-22 10:48:05,81.044
2021-12-22 10:48:06,80.9745
2021-12-22 10:48:07,80.9745
2021-12-22 10:48:08,81.0532
2021-12-22 10:48:09,81.0856
2021-12-22 10:48:10,81.0949
2021-12-22 10:48:11,81.0718
2021-12-22 10:48:12,81.0556
2021-12-22 10:48:13,81.0463
2021-12-22 10:48:14,81.0694
2021-12-22 10:48:15,81.0602
2021-12-22 10:48:16,81.0856
2021-12-22 10:48:17,81.0648
2021-12-22 10:48:18,81.0856
2021-12-22 10:48:19,81.0625
2021-12-22 10:48:20,81.0532
2021-12-22 10:48:21,81.0231
2021-12-22 10:48:22,80.9815
2021-12-22 10:48:23,80.9583
2021-12-22 10:48:24,80.8889
2021-12-22 10:48:25,80.7269
2021-12-22 10:48:26,80.5509
2021-12-22 10:48:27,80.3981
2021-12-22 10:48:28,80.2384
2021-12-22 10:48:29,80.1296
2021-12-22 10:48:30,80.0579
2021-12-22 10:48:31,80.0116
2021-12-22 10:48:32,79.9491
2021-12-22 10:48:33,79.8796
2021-12-22 10:48:34,79.8241
2021-12-22 10:48:35,79.7361
2021-12-22 10:48:36,79.6435
2021-12-22 10:48:37,79.6204
2021-12-22 10:48:38,79.6435
2021-12-22 10:48:39,80.0347
2021-12-22 10:48:40,80.0347
2021-12-22 10:48:41,80.2407
2021-12-22 10:48:42,80.3102
2021-12-22 10:48:43,80.2477
2021-12-22 10:48:44,80.1551
2021-12-22 10:48:45,80.1435
2021-12-22 10:48:46,80.1597
2021-12-22 10:48:47,80.1667
2021-12-22 10:48:48,80.1852
2021-12-22 10:48:49,80.1227
2021-12-22 10:48:50,79.9884
2021-12-22 10:48:51,79.8079
2021-12-22 10:48:52,79.6157
2021-12-22 10:48:53,79.6111
2021-12-22 10:48:54,79.588
2021-12-22 10:48:55,79.5347
2021-12-22 10:48:56,79.4329
2021-12-22 10:48:57,79.3704
2021-12-22 10:48:58,79.3056
2021-12-22 10:48:59,79.3148
2021-12-22 10:49:00,79.3449
2021-12-22 10:49:01,79.4699
2021-12-22 10:49:02,79.5324
2021-12-22 10:49:03,79.5162
2021-12-22 10:49:04,79.5417
2021-12-22 10:49:05,79.5116
2021-12-22 10:49:06,79.5394
2021-12-22 10:49:07,79.5324
2021-12-22 10:49:08,79.5023
2021-12-22 10:49:09,79.5162
2021-12-22 10:49:10,79.5417
2021-12-22 10:49:11,79.5347
2021-12-22 10:49:12,79.5255
2021-12-22 10:49:13,79.5185
2021-12-22 10:49:14,79.5324
2021-12-22 10:49:15,79.5324
2021-12-22 10:49:16,79.5324
2021-12-22 10:49:17,79.4954
2021-12-22 10:49:18,79.5023
2021-12-22 10:49:19,79.5208
2021-12-22 10:49:20,79.5324
2021-12-22 10:49:21,79.5486
2021-12-22 10:49:22,79.5486
2021-12-22 10:49:23,79.5347
2021-12-22 10:49:24,79.5208
2021-12-22 10:49:25,79.5093
2021-12-22 10:49:26,79.5394
2021-12-22 10:49:27,79.5347
2021-12-22 10:49:28,79.5417
2021-12-22 10:49:29,79.5185
2021-12-22 10:49:30,79.5278
2021-12-22 10:49:31,79.5116
2021-12-22 10:49:32,79.5394
2021-12-22 10:49:33,79.5509
2021-12-22 10:49:34,79.5185
2021-12-22 10:49:35,79.5417
2021-12-22 10:49:36,79.5208
2021-12-22 10:49:37,79.4954
2021-12-22 10:49:38,79.5116
2021-12-22 10:49:39,79.5324
2021-12-22 10:49:40,79.5394
2021-12-22 10:49:41,79.5023
2021-12-22 10:49:42,79.5046
2021-12-22 10:49:43,79.5394
2021-12-22 10:49:44,79.5185
2021-12-22 10:49:45,79.5486
2021-12-22 10:49:46,79.5324
2021-12-22 10:49:47,79.4352
2021-12-22 10:49:48,79.3843
2021-12-22 10:49:49,79.3403
2021-12-22 10:49:50,79.3981
2021-12-22 10:49:51,79.3935
2021-12-22 10:49:52,79.4606
2021-12-22 10:49:53,79.4375
2021-12-22 10:49:54,79.2616
2021-12-22 10:49:55,78.7708
2021-12-22 10:49:56,77.9167
2021-12-22 10:49:57,76.7546
2021-12-22 10:49:58,75.9931
2021-12-22 10:49:59,75.4907
